Country,Gender_ID,Gender,NationalUNEM_R,Lower_Age,Upper_Age,Province,ProvinceUNEM_R,Year,Quarter
Italy,2,females,28.340963,15,24,Nord-ovest,20.861865,2011,3
Italy,2,females,28.340963,15,24,Nord-est,19.239128,2011,3
Italy,2,females,28.340963,15,24,Centro (I),29.710759,2011,3
Italy,2,females,28.340963,15,24,Mezzogiorno,39.618394,2011,3
Italy,2,females,35.626684,15,24,Nord,25.602169,2012,2
Italy,2,females,35.626684,15,24,Nord-ovest,28.407091,2012,2
Italy,2,females,35.626684,15,24,Nord-est,22.013054,2012,2
Italy,2,females,35.626684,15,24,Centro (I),34.892337,2012,2
Italy,2,females,35.626684,15,24,Mezzogiorno,49.947643,2012,2
Italy,2,females,39.095754,15,24,Nord,29.207739,2012,1
Italy,2,females,39.095754,15,24,Nord-ovest,30.733884,2012,1
Italy,2,females,39.095754,15,24,Nord-est,27.110514,2012,1
Italy,2,females,39.095754,15,24,Centro (I),41.473313,2012,1
Italy,2,females,39.095754,15,24,Mezzogiorno,51.946809,2012,1
Italy,2,females,41.372152,15,24,Nord,29.398582,2012,4
Italy,2,females,41.372152,15,24,Nord-ovest,29.201169,2012,4
Italy,2,females,41.372152,15,24,Nord-est,29.695534,2012,4
Italy,2,females,41.372152,15,24,Centro (I),42.415322,2012,4
Italy,2,females,41.372152,15,24,Mezzogiorno,56.162752,2012,4
Italy,2,females,33.97816,15,24,Nord,25.601949,2012,3
Italy,2,females,33.97816,15,24,Nord-ovest,26.339675,2012,3
Italy,2,females,33.97816,15,24,Nord-est,24.525907,2012,3
Italy,2,females,33.97816,15,24,Centro (I),35.836757,2012,3
Italy,2,females,33.97816,15,24,Mezzogiorno,44.928981,2012,3
Italy,2,females,42.606933,15,24,Nord,32.852744,2013,1
Italy,2,females,42.606933,15,24,Nord-ovest,33.2229,2013,1
Italy,2,females,42.606933,15,24,Nord-est,32.316432,2013,1
Italy,2,females,42.606933,15,24,Centro (I),45.751345,2013,1
Italy,2,females,42.606933,15,24,Mezzogiorno,53.977295,2013,1
Italy,2,females,37.134154,15,24,Nord,26.445128,2013,2
Italy,2,females,37.134154,15,24,Nord-ovest,27.085723,2013,2
Italy,2,females,37.134154,15,24,Nord-est,25.61597,2013,2
Italy,2,females,37.134154,15,24,Centro (I),37.024217,2013,2
Italy,2,females,37.134154,15,24,Mezzogiorno,51.895656,2013,2
Italy,2,females,47.806955,15,24,Nord,37.023422,2013,4
Italy,2,females,47.806955,15,24,Nord-ovest,37.918401,2013,4
Italy,2,females,47.806955,15,24,Nord-est,35.820033,2013,4
Italy,2,females,47.806955,15,24,Centro (I),46.453688,2013,4
Italy,2,females,47.806955,15,24,Mezzogiorno,62.887381,2013,4
Italy,2,females,37.737145,15,24,Nord,27.822877,2013,3
Italy,2,females,37.737145,15,24,Nord-ovest,28.817124,2013,3
Italy,2,females,37.737145,15,24,Nord-est,26.487231,2013,3
Italy,2,females,37.737145,15,24,Centro (I),37.39802,2013,3
Italy,2,females,37.737145,15,24,Mezzogiorno,51.976965,2013,3
Italy,2,females,41.464417,15,24,Nord,27.907953,2014,2
Italy,2,females,41.464417,15,24,Nord-ovest,28.625129,2014,2
Italy,2,females,41.464417,15,24,Nord-est,26.925495,2014,2
Italy,2,females,41.464417,15,24,Centro (I),43.920813,2014,2
Italy,2,females,41.464417,15,24,Mezzogiorno,58.146773,2014,2
Italy,2,females,48.447521,15,24,Nord,37.580089,2014,1
Italy,2,females,48.447521,15,24,Nord-ovest,37.426028,2014,1
Italy,2,females,48.447521,15,24,Nord-est,37.793114,2014,1
Italy,2,females,48.447521,15,24,Centro (I),46.713758,2014,1
Italy,2,females,48.447521,15,24,Mezzogiorno,63.792618,2014,1
Italy,2,females,47.429124,15,24,Nord,37.341698,2014,4
Italy,2,females,47.429124,15,24,Nord-ovest,40.20626,2014,4
Italy,2,females,47.429124,15,24,Nord-est,33.55288,2014,4
Italy,2,females,47.429124,15,24,Centro (I),45.063519,2014,4
Italy,2,females,47.429124,15,24,Mezzogiorno,62.982408,2014,4
Italy,2,females,41.019174,15,24,Nord,29.588584,2014,3
Italy,2,females,41.019174,15,24,Nord-ovest,29.751821,2014,3
Italy,2,females,41.019174,15,24,Nord-est,29.351039,2014,3
Italy,2,females,41.019174,15,24,Centro (I),43.092174,2014,3
Italy,2,females,41.019174,15,24,Mezzogiorno,55.579338,2014,3
Italy,2,females,48.899018,15,24,Nord,38.533406,2015,1
Italy,2,females,48.899018,15,24,Nord-ovest,38.254304,2015,1
Italy,2,females,48.899018,15,24,Nord-est,38.907286,2015,1
Italy,2,females,48.899018,15,24,Centro (I),45.946513,2015,1
Italy,2,females,48.899018,15,24,Mezzogiorno,64.88562,2015,1
Italy,2,females,42.972541,15,24,Nord,30.26053,2015,2
Italy,2,females,42.972541,15,24,Nord-ovest,29.646657,2015,2
Italy,2,females,42.972541,15,24,Nord-est,31.117546,2015,2
Italy,2,females,42.972541,15,24,Centro (I),41.79688,2015,2
Italy,2,females,42.972541,15,24,Mezzogiorno,59.905091,2015,2
Italy,2,females,41.137476,15,24,Nord,31.938231,2015,4
Italy,2,females,41.137476,15,24,Nord-ovest,32.655413,2015,4
Italy,2,females,41.137476,15,24,Nord-est,30.957437,2015,4
Italy,2,females,41.137476,15,24,Centro (I),34.879275,2015,4
Italy,2,females,41.137476,15,24,Mezzogiorno,57.537567,2015,4
Italy,2,females,37.19127,15,24,Nord,28.409317,2015,3
Italy,2,females,37.19127,15,24,Nord-ovest,30.104788,2015,3
Italy,2,females,37.19127,15,24,Nord-est,26.211757,2015,3
Italy,2,females,37.19127,15,24,Centro (I),32.551427,2015,3
Italy,2,females,37.19127,15,24,Mezzogiorno,52.147462,2015,3
Italy,2,females,36.092094,15,24,Nord,24.609194,2016,2
Italy,2,females,36.092094,15,24,Nord-ovest,26.90138,2016,2
Italy,2,females,36.092094,15,24,Nord-est,21.634083,2016,2
Italy,2,females,36.092094,15,24,Centro (I),36.318384,2016,2
Italy,2,females,36.092094,15,24,Mezzogiorno,51.971669,2016,2
Italy,2,females,40.954688,15,24,Nord,30.682152,2016,1
Italy,2,females,40.954688,15,24,Nord-ovest,32.880452,2016,1
Italy,2,females,40.954688,15,24,Nord-est,27.776969,2016,1
Italy,2,females,40.954688,15,24,Centro (I),36.989042,2016,1
Italy,2,females,40.954688,15,24,Mezzogiorno,56.817544,2016,1
Italy,2,females,43.734891,15,24,Nord,31.244343,2016,4
Italy,2,females,43.734891,15,24,Nord-ovest,34.900368,2016,4
Italy,2,females,43.734891,15,24,Nord-est,26.400134,2016,4
Italy,2,females,43.734891,15,24,Centro (I),40.556647,2016,4
Italy,2,females,43.734891,15,24,Mezzogiorno,62.135243,2016,4
Italy,2,females,37.559649,15,24,Nord,27.8054,2016,3
Italy,2,females,37.559649,15,24,Nord-ovest,28.73393,2016,3
Italy,2,females,37.559649,15,24,Nord-est,26.628393,2016,3
Italy,2,females,37.559649,15,24,Centro (I),34.952251,2016,3
Italy,2,females,37.559649,15,24,Mezzogiorno,52.307632,2016,3
Italy,2,females,39.362127,15,24,Nord,27.971406,2017,1
Italy,2,females,39.362127,15,24,Nord-ovest,30.747941,2017,1
Italy,2,females,39.362127,15,24,Nord-est,24.77921,2017,1
Italy,2,females,39.362127,15,24,Centro (I),34.097894,2017,1
Italy,2,females,39.362127,15,24,Mezzogiorno,59.053556,2017,1
Italy,2,females,35.549804,15,24,Nord,23.737598,2017,2
Italy,2,females,35.549804,15,24,Nord-ovest,25.128225,2017,2
Italy,2,females,35.549804,15,24,Nord-est,21.883854,2017,2
Italy,2,females,35.549804,15,24,Centro (I),31.115205,2017,2
Italy,2,females,35.549804,15,24,Mezzogiorno,55.40366,2017,2
Italy,2,females,38.813471,15,24,Nord,25.482432,2017,4
Italy,2,females,38.813471,15,24,Nord-ovest,27.350188,2017,4
Italy,2,females,38.813471,15,24,Nord-est,23.195908,2017,4
Italy,2,females,38.813471,15,24,Centro (I),39.091398,2017,4
Italy,2,females,38.813471,15,24,Mezzogiorno,58.413615,2017,4
Italy,2,females,35.077595,15,24,Nord,24.415014,2017,3
Italy,2,females,35.077595,15,24,Nord-ovest,26.343921,2017,3
Italy,2,females,35.077595,15,24,Nord-est,22.125011,2017,3
Italy,2,females,35.077595,15,24,Centro (I),31.917556,2017,3
Italy,2,females,35.077595,15,24,Mezzogiorno,52.481559,2017,3
Italy,2,females,34.095514,15,24,Nord,23.686625,2018,2
Italy,2,females,34.095514,15,24,Nord-ovest,25.17149,2018,2
Italy,2,females,34.095514,15,24,Nord-est,21.694081,2018,2
Italy,2,females,34.095514,15,24,Centro (I),27.897264,2018,2
Italy,2,females,34.095514,15,24,Mezzogiorno,52.889447,2018,2
Italy,2,females,37.36902,15,24,Nord,26.975053,2018,1
Italy,2,females,37.36902,15,24,Nord-ovest,26.1867,2018,1
Italy,2,females,37.36902,15,24,Nord-est,28.043502,2018,1
Italy,2,females,37.36902,15,24,Centro (I),35.028116,2018,1
Italy,2,females,37.36902,15,24,Mezzogiorno,54.382961,2018,1
Italy,2,females,37.493412,15,24,Nord,27.342405,2018,4
Italy,2,females,37.493412,15,24,Nord-ovest,26.799566,2018,4
Italy,2,females,37.493412,15,24,Nord-est,27.96803,2018,4
Italy,2,females,37.493412,15,24,Centro (I),34.122451,2018,4
Italy,2,females,37.493412,15,24,Mezzogiorno,54.583623,2018,4
Italy,2,females,30.204375,15,24,Nord,21.098339,2018,3
Italy,2,females,30.204375,15,24,Nord-ovest,25.733058,2018,3
Italy,2,females,30.204375,15,24,Nord-est,16.025746,2018,3
Italy,2,females,30.204375,15,24,Centro (I),24.758211,2018,3
Italy,2,females,30.204375,15,24,Mezzogiorno,46.865709,2018,3
Italy,2,females,35.544423,15,24,Nord,23.401236,2019,1
Italy,2,females,35.544423,15,24,Nord-ovest,26.240059,2019,1
Italy,2,females,35.544423,15,24,Nord-est,19.681033,2019,1
Italy,2,females,35.544423,15,24,Centro (I),39.429197,2019,1
Italy,2,females,35.544423,15,24,Mezzogiorno,51.552583,2019,1
Italy,2,females,30.92407,15,24,Nord,21.153882,2019,2
Italy,2,females,30.92407,15,24,Nord-ovest,22.24822,2019,2
Italy,2,females,30.92407,15,24,Nord-est,19.635243,2019,2
Italy,2,females,30.92407,15,24,Centro (I),29.498574,2019,2
Italy,2,females,30.92407,15,24,Mezzogiorno,48.757365,2019,2
Italy,2,females,32.467641,15,24,Nord,25.468663,2019,4
Italy,2,females,32.467641,15,24,Nord-ovest,27.528703,2019,4
Italy,2,females,32.467641,15,24,Nord-est,23.155561,2019,4
