Territory,Gender,Age Class,Duration of Unemployment,Quarter,Year,Unemployment Rate
Nord,females,15-74 ,total,3,2022,6.146902
Nord,females,15-74 ,total,4,2022,5.907163
Toscana,total,15-74 ,total,2,2018,7.174896
Toscana,total,15-74 ,total,1,2018,8.193199
Toscana,total,15-74 ,total,4,2018,7.795243
Toscana,total,15-74 ,total,3,2018,6.123584
Toscana,total,15-74 ,total,1,2019,7.744088
Toscana,total,15-74 ,total,2,2019,7.055625
Toscana,total,15-74 ,total,4,2019,6.199794
Toscana,total,15-74 ,total,3,2019,5.950687
Toscana,total,15-74 ,total,2,2020,5.654899
Toscana,total,15-74 ,total,1,2020,6.927624
Toscana,total,15-74 ,total,3,2020,7.043277
Toscana,total,15-74 ,total,4,2020,7.559747
Toscana,total,15-74 ,total,1,2021,9.126285
Toscana,total,15-74 ,total,2,2021,7.434911
Toscana,total,15-74 ,total,3,2021,7.128656
Toscana,total,15-74 ,total,4,2021,6.525378
Toscana,total,15-74 ,total,1,2022,7.257045
Toscana,total,15-74 ,total,2,2022,6.082316
Toscana,total,15-74 ,total,3,2022,4.771188
Toscana,total,15-74 ,total,4,2022,6.11711
Campania,total,15-74 ,total,2,2018,20.003896
Campania,total,15-74 ,total,1,2018,22.220056
Campania,total,15-74 ,total,4,2018,20.32456
Campania,total,15-74 ,total,3,2018,18.957041
Campania,total,15-74 ,total,1,2019,21.62776
Campania,total,15-74 ,total,2,2019,19.828075
Campania,total,15-74 ,total,4,2019,20.480844
Campania,total,15-74 ,total,3,2019,18.368174
Campania,total,15-74 ,total,2,2020,17.064812
Campania,total,15-74 ,total,1,2020,19.215179
Campania,total,15-74 ,total,3,2020,19.183918
Campania,total,15-74 ,total,4,2020,18.037544
Campania,total,15-74 ,total,1,2021,19.130084
Campania,total,15-74 ,total,2,2021,19.563936
Campania,total,15-74 ,total,3,2021,18.874812
Campania,total,15-74 ,total,4,2021,19.834349
Campania,total,15-74 ,total,1,2022,17.947315
Campania,total,15-74 ,total,2,2022,15.53646
Campania,total,15-74 ,total,3,2022,17.394127
Campania,total,15-74 ,total,4,2022,17.680581
Italy,males,15-74 ,total,1,2011,8.062018
Italy,males,15-74 ,total,2,2011,7.061726
Italy,males,15-74 ,total,4,2011,8.907857
Italy,males,15-74 ,total,3,2011,6.856497
Italy,males,15-74 ,total,2,2012,10.052758
Italy,males,15-74 ,total,1,2012,10.221876
Italy,males,15-74 ,total,4,2012,10.975253
Italy,males,15-74 ,total,3,2012,9.062724
Italy,males,15-74 ,total,1,2013,12.201781
Italy,males,15-74 ,total,2,2013,11.78025
Italy,males,15-74 ,total,4,2013,12.089882
Italy,males,15-74 ,total,3,2013,10.919834
Italy,males,15-74 ,total,2,2014,11.66302
Italy,males,15-74 ,total,1,2014,13.183161
Italy,males,15-74 ,total,4,2014,12.365091
Italy,males,15-74 ,total,3,2014,11.135733
Italy,males,15-74 ,total,1,2015,12.578033
Italy,males,15-74 ,total,2,2015,11.765215
Italy,males,15-74 ,total,4,2015,11.409113
Italy,males,15-74 ,total,3,2015,10.09323
Italy,males,15-74 ,total,2,2016,10.722003
Italy,males,15-74 ,total,1,2016,11.608527
Italy,males,15-74 ,total,4,2016,11.328153
Italy,males,15-74 ,total,3,2016,10.230995
Italy,males,15-74 ,total,1,2017,11.324088
Italy,males,15-74 ,total,2,2017,10.165213
Italy,males,15-74 ,total,4,2017,10.41116
Italy,males,15-74 ,total,3,2017,9.701845
Italy,males,15-74 ,total,2,2018,9.863845
Italy,males,15-74 ,total,1,2018,10.628245
Italy,males,15-74 ,total,4,2018,9.913533
Italy,males,15-74 ,total,3,2018,8.529626
Italy,males,15-74 ,total,1,2019,10.304346
Italy,males,15-74 ,total,2,2019,9.05428
Italy,males,15-74 ,total,4,2019,8.734077
Italy,males,15-74 ,total,3,2019,8.291164
Italy,males,15-74 ,total,2,2020,7.27504
Italy,males,15-74 ,total,1,2020,8.598969
Italy,males,15-74 ,total,3,2020,9.28332
Italy,males,15-74 ,total,4,2020,9.135371
Italy,males,15-74 ,total,1,2021,9.99102
Italy,males,15-74 ,total,2,2021,8.649715
Italy,males,15-74 ,total,3,2021,7.673606
Italy,males,15-74 ,total,4,2021,8.526703
Italy,males,15-74 ,total,1,2022,7.957476
Italy,males,15-74 ,total,2,2022,6.945419
Italy,males,15-74 ,total,3,2022,6.552323
Italy,males,15-74 ,total,4,2022,7.109611
Italy,females,15-74 ,12 months and over,2,2018,7.169486
Italy,females,15-74 ,12 months and over,1,2018,7.669157
Italy,females,15-74 ,12 months and over,4,2018,6.564022
Italy,females,15-74 ,12 months and over,3,2018,6.103332
Italy,females,15-74 ,12 months and over,1,2019,6.371921
Italy,females,15-74 ,12 months and over,2,2019,6.098148
Italy,females,15-74 ,12 months and over,4,2019,6.467717
Italy,females,15-74 ,12 months and over,3,2019,5.695412
Italy,females,15-74 ,12 months and over,2,2020,3.962425
Italy,females,15-74 ,12 months and over,1,2020,5.669923
Italy,females,15-74 ,12 months and over,3,2020,5.931901
Italy,females,15-74 ,12 months and over,4,2020,5.815339
Italy,females,15-74 ,12 months and over,1,2021,5.916285
Italy,females,15-74 ,12 months and over,2,2021,6.259761
Italy,females,15-74 ,12 months and over,3,2021,5.754004
Italy,females,15-74 ,12 months and over,4,2021,5.791732
Italy,females,15-74 ,12 months and over,1,2022,5.670869
Italy,females,15-74 ,12 months and over,2,2022,5.405573
Italy,females,15-74 ,12 months and over,3,2022,5.021724
Italy,females,15-74 ,12 months and over,4,2022,4.835186
Centro (I),females,20-64 ,total,1,2011,8.451186
Centro (I),females,20-64 ,total,2,2011,7.725721
Centro (I),females,20-64 ,total,4,2011,10.117535
Centro (I),females,20-64 ,total,3,2011,8.298517
Centro (I),females,20-64 ,total,2,2012,10.382946
Centro (I),females,20-64 ,total,1,2012,11.308785
Centro (I),females,20-64 ,total,4,2012,11.756522
Centro (I),females,20-64 ,total,3,2012,10.065619
Centro (I),females,20-64 ,total,1,2013,13.065342
Centro (I),females,20-64 ,total,2,2013,11.693837
Centro (I),females,20-64 ,total,4,2013,11.860855
Centro (I),females,20-64 ,total,3,2013,11.347051
Centro (I),females,20-64 ,total,2,2014,12.00127
Centro (I),females,20-64 ,total,1,2014,12.499056
Centro (I),females,20-64 ,total,4,2014,13.349184
Centro (I),females,20-64 ,total,3,2014,11.994219
Centro (I),females,20-64 ,total,1,2015,12.928109
Centro (I),females,20-64 ,total,2,2015,11.451862
Centro (I),females,20-64 ,total,4,2015,10.867166
Centro (I),females,20-64 ,total,3,2015,9.537746
Centro (I),females,20-64 ,total,2,2016,11.534772
Centro (I),females,20-64 ,total,1,2016,11.112045
Centro (I),females,20-64 ,total,4,2016,11.969522
Centro (I),females,20-64 ,total,3,2016,10.165909
Centro (I),females,20-64 ,total,1,2017,12.191826
Centro (I),females,20-64 ,total,2,2017,10.279733
Centro (I),females,20-64 ,total,4,2017,11.036781
Centro (I),females,20-64 ,total,3,2017,9.953658
Centro (I),females,20-64 ,total,2,2018,10.120683
Centro (I),females,20-64 ,total,1,2018,11.82737
Centro (I),females,20-64 ,total,4,2018,10.451262
Centro (I),females,20-64 ,total,3,2018,8.856767
Centro (I),females,20-64 ,total,1,2019,10.635937
Centro (I),females,20-64 ,total,2,2019,9.518787
Centro (I),females,20-64 ,total,4,2019,9.974547
Centro (I),females,20-64 ,total,3,2019,7.969911
Centro (I),females,20-64 ,total,2,2020,7.050261
Centro (I),females,20-64 ,total,1,2020,9.595528
Centro (I),females,20-64 ,total,3,2020,10.239915
Centro (I),females,20-64 ,total,4,2020,9.603842
Centro (I),females,20-64 ,total,1,2021,10.785218
Centro (I),females,20-64 ,total,2,2021,9.875892
Centro (I),females,20-64 ,total,3,2021,9.034921
Centro (I),females,20-64 ,total,4,2021,9.229492
Centro (I),females,20-64 ,total,1,2022,8.378672
Centro (I),females,20-64 ,total,2,2022,8.317582
Centro (I),females,20-64 ,total,3,2022,7.60799
Centro (I),females,20-64 ,total,4,2022,8.081192
Basilicata,males,20-64 ,total,2,2018,11.064241
Basilicata,males,20-64 ,total,1,2018,12.161821
Basilicata,males,20-64 ,total,4,2018,11.826621
Basilicata,males,20-64 ,total,3,2018,9.651525
Basilicata,males,20-64 ,total,1,2019,14.301514
Basilicata,males,20-64 ,total,2,2019,8.226441
Basilicata,males,20-64 ,total,4,2019,7.509732
Basilicata,males,20-64 ,total,3,2019,7.944795
Basilicata,males,20-64 ,total,2,2020,6.650813
Basilicata,males,20-64 ,total,1,2020,7.307003
Basilicata,males,20-64 ,total,3,2020,8.465307
Basilicata,males,20-64 ,total,4,2020,8.637879
Basilicata,males,20-64 ,total,1,2021,9.515941
Basilicata,males,20-64 ,total,2,2021,8.170625
Basilicata,males,20-64 ,total,3,2021,5.558434
Basilicata,males,20-64 ,total,4,2021,7.442444
Basilicata,males,20-64 ,total,1,2022,7.065253
Basilicata,males,20-64 ,total,2,2022,6.486798
Basilicata,males,20-64 ,total,3,2022,3.465855
Basilicata,males,20-64 ,total,4,2022,5.051997
Lazio,males,20-64 ,total,2,2018,12.131344
Lazio,males,20-64 ,total,1,2018,10.072553
Lazio,males,20-64 ,total,4,2018,10.541746
Lazio,males,20-64 ,total,3,2018,9.039777
Lazio,males,20-64 ,total,1,2019,10.899368
Lazio,males,20-64 ,total,2,2019,9.813735
Lazio,males,20-64 ,total,4,2019,9.255153
Lazio,males,20-64 ,total,3,2019,7.639945
Lazio,males,20-64 ,total,2,2020,6.168289
Lazio,males,20-64 ,total,1,2020,8.149685
Lazio,males,20-64 ,total,3,2020,11.25032
Lazio,males,20-64 ,total,4,2020,9.854398
Lazio,males,20-64 ,total,1,2021,10.738894
Lazio,males,20-64 ,total,2,2021,8.233076
Lazio,males,20-64 ,total,3,2021,8.405207
Lazio,males,20-64 ,total,4,2021,9.541414
Lazio,males,20-64 ,total,1,2022,6.642141
Lazio,males,20-64 ,total,2,2022,6.182638
Lazio,males,20-64 ,total,3,2022,6.022134
Lazio,males,20-64 ,total,4,2022,7.338662
Mezzogiorno,males,20-64 ,total,1,2011,12.767817
Mezzogiorno,males,20-64 ,total,2,2011,11.654459
Mezzogiorno,males,20-64 ,total,4,2011,13.202415
Mezzogiorno,males,20-64 ,total,3,2011,10.639787
Mezzogiorno,males,20-64 ,total,2,2012,15.657422
Mezzogiorno,males,20-64 ,total,1,2012,16.559861
Mezzogiorno,males,20-64 ,total,4,2012,16.81386
Mezzogiorno,males,20-64 ,total,3,2012,14.227186
Mezzogiorno,males,20-64 ,total,1,2013,19.189992
Mezzogiorno,males,20-64 ,total,2,2013,19.06494
Mezzogiorno,males,20-64 ,total,4,2013,18.97331
Mezzogiorno,males,20-64 ,total,3,2013,17.846531
Mezzogiorno,males,20-64 ,total,2,2014,18.542837
Mezzogiorno,males,20-64 ,total,1,2014,20.378095
Mezzogiorno,males,20-64 ,total,4,2014,19.357291
Mezzogiorno,males,20-64 ,total,3,2014,17.990462
Mezzogiorno,males,20-64 ,total,1,2015,19.592192
Mezzogiorno,males,20-64 ,total,2,2015,19.273236
Mezzogiorno,males,20-64 ,total,4,2015,17.660398
Mezzogiorno,males,20-64 ,total,3,2015,16.094507
Mezzogiorno,males,20-64 ,total,2,2016,17.514761
Mezzogiorno,males,20-64 ,total,1,2016,18.6457
Mezzogiorno,males,20-64 ,total,4,2016,18.412093
Mezzogiorno,males,20-64 ,total,3,2016,17.360928
Mezzogiorno,males,20-64 ,total,1,2017,19.786599
Mezzogiorno,males,20-64 ,total,2,2017,17.641576
Mezzogiorno,males,20-64 ,total,4,2017,17.937244
Mezzogiorno,males,20-64 ,total,3,2017,16.240102
Mezzogiorno,males,20-64 ,total,2,2018,16.666007
Mezzogiorno,males,20-64 ,total,1,2018,18.604751
Mezzogiorno,males,20-64 ,total,4,2018,16.953263
Mezzogiorno,males,20-64 ,total,3,2018,14.482535
Mezzogiorno,males,20-64 ,total,1,2019,18.198709
Mezzogiorno,males,20-64 ,total,2,2019,16.150919
Mezzogiorno,males,20-64 ,total,4,2019,15.34511
Mezzogiorno,males,20-64 ,total,3,2019,14.842046
Mezzogiorno,males,20-64 ,total,2,2020,13.49103
Mezzogiorno,males,20-64 ,total,1,2020,15.419397
Mezzogiorno,males,20-64 ,total,3,2020,14.793586
Mezzogiorno,males,20-64 ,total,4,2020,15.225412
Mezzogiorno,males,20-64 ,total,1,2021,16.819604
Mezzogiorno,males,20-64 ,total,2,2021,15.138999
Mezzogiorno,males,20-64 ,total,3,2021,12.936318
Mezzogiorno,males,20-64 ,total,4,2021,14.460781
Mezzogiorno,males,20-64 ,total,1,2022,13.959168
Mezzogiorno,males,20-64 ,total,2,2022,12.240087
Mezzogiorno,males,20-64 ,total,3,2022,11.448418
Mezzogiorno,males,20-64 ,total,4,2022,12.893431
Trentino Alto Adige / Südtirol,females,20-64 ,total,2,2018,4.426528
Trentino Alto Adige / Südtirol,females,20-64 ,total,1,2018,3.95903
Trentino Alto Adige / Südtirol,females,20-64 ,total,4,2018,4.12317
Trentino Alto Adige / Südtirol,females,20-64 ,total,3,2018,3.317469
Trentino Alto Adige / Südtirol,females,20-64 ,total,1,2019,4.715694
Trentino Alto Adige / Südtirol,females,20-64 ,total,2,2019,5.013485
Trentino Alto Adige / Südtirol,females,20-64 ,total,4,2019,3.950408
Trentino Alto Adige / Südtirol,females,20-64 ,total,3,2019,4.149105
Trentino Alto Adige / Südtirol,females,20-64 ,total,2,2020,5.904051
Trentino Alto Adige / Südtirol,females,20-64 ,total,1,2020,3.743735
Trentino Alto Adige / Südtirol,females,20-64 ,total,3,2020,5.539346
Trentino Alto Adige / Südtirol,females,20-64 ,total,4,2020,5.108149
Trentino Alto Adige / Südtirol,females,20-64 ,total,1,2021,5.412782
Trentino Alto Adige / Südtirol,females,20-64 ,total,2,2021,6.28074
Trentino Alto Adige / Südtirol,females,20-64 ,total,3,2021,4.023388
Trentino Alto Adige / Südtirol,females,20-64 ,total,4,2021,3.97614
Trentino Alto Adige / Südtirol,females,20-64 ,total,1,2022,4.082423
Trentino Alto Adige / Südtirol,females,20-64 ,total,2,2022,3.976214
Trentino Alto Adige / Südtirol,females,20-64 ,total,3,2022,3.67719
Trentino Alto Adige / Südtirol,females,20-64 ,total,4,2022,3.53741
Abruzzo,females,20-64 ,total,2,2018,16.270161
Abruzzo,females,20-64 ,total,1,2018,14.634836
Abruzzo,females,20-64 ,total,4,2018,11.672678
Abruzzo,females,20-64 ,total,3,2018,16.825156
Abruzzo,females,20-64 ,total,1,2019,10.708352
Abruzzo,females,20-64 ,total,2,2019,12.962937
Abruzzo,females,20-64 ,total,4,2019,16.174498
Abruzzo,females,20-64 ,total,3,2019,14.318371
Abruzzo,females,20-64 ,total,2,2020,10.063134
Abruzzo,females,20-64 ,total,1,2020,15.704751
Abruzzo,females,20-64 ,total,3,2020,13.050655
Abruzzo,females,20-64 ,total,4,2020,12.122903
Abruzzo,females,20-64 ,total,1,2021,12.922357
Abruzzo,females,20-64 ,total,2,2021,14.418357
Abruzzo,females,20-64 ,total,3,2021,12.337118
Abruzzo,females,20-64 ,total,4,2021,9.620785
Abruzzo,females,20-64 ,total,1,2022,13.184476
Abruzzo,females,20-64 ,total,2,2022,16.455013
Abruzzo,females,20-64 ,total,3,2022,13.047998
Abruzzo,females,20-64 ,total,4,2022,10.01995
Toscana,females,20-64 ,total,2,2018,8.392465
Toscana,females,20-64 ,total,1,2018,9.303935
Toscana,females,20-64 ,total,4,2018,8.812132
Toscana,females,20-64 ,total,3,2018,6.818711
Toscana,females,20-64 ,total,1,2019,8.565905
Toscana,females,20-64 ,total,2,2019,8.020008
Toscana,females,20-64 ,total,4,2019,7.140746
Toscana,females,20-64 ,total,3,2019,6.42981
Toscana,females,20-64 ,total,2,2020,7.062006
Toscana,females,20-64 ,total,1,2020,7.665851
Toscana,females,20-64 ,total,3,2020,7.677164
Toscana,females,20-64 ,total,4,2020,8.889345
Toscana,females,20-64 ,total,1,2021,10.975501
Toscana,females,20-64 ,total,2,2021,9.658612
Toscana,females,20-64 ,total,3,2021,9.17943
Toscana,females,20-64 ,total,4,2021,7.24031
Toscana,females,20-64 ,total,1,2022,8.986639
Toscana,females,20-64 ,total,2,2022,6.848812
Toscana,females,20-64 ,total,3,2022,4.758839
Toscana,females,20-64 ,total,4,2022,7.28862
Mezzogiorno,total,15-64 ,12 months and over,2,2018,12.401945
Mezzogiorno,total,15-64 ,12 months and over,1,2018,13.240819
Mezzogiorno,total,15-64 ,12 months and over,4,2018,11.761012
Mezzogiorno,total,15-64 ,12 months and over,3,2018,11.250948
Mezzogiorno,total,15-64 ,12 months and over,1,2019,12.00498
Mezzogiorno,total,15-64 ,12 months and over,2,2019,11.228331
Mezzogiorno,total,15-64 ,12 months and over,4,2019,11.113596
Mezzogiorno,total,15-64 ,12 months and over,3,2019,10.971841
Mezzogiorno,total,15-64 ,12 months and over,2,2020,8.251987
Mezzogiorno,total,15-64 ,12 months and over,1,2020,10.678021
Mezzogiorno,total,15-64 ,12 months and over,3,2020,10.653166
Mezzogiorno,total,15-64 ,12 months and over,4,2020,10.492118
Mezzogiorno,total,15-64 ,12 months and over,1,2021,10.949994
Mezzogiorno,total,15-64 ,12 months and over,2,2021,11.096424
Mezzogiorno,total,15-64 ,12 months and over,3,2021,10.589448
Mezzogiorno,total,15-64 ,12 months and over,4,2021,10.752565
Mezzogiorno,total,15-64 ,12 months and over,1,2022,10.27129
Mezzogiorno,total,15-64 ,12 months and over,2,2022,9.718431
Mezzogiorno,total,15-64 ,12 months and over,3,2022,9.133966
Mezzogiorno,total,15-64 ,12 months and over,4,2022,9.325995
Provincia Autonoma Trento,total,20-64 ,total,2,2018,4.888388
Provincia Autonoma Trento,total,20-64 ,total,1,2018,5.74688
Provincia Autonoma Trento,total,20-64 ,total,4,2018,4.813959
Provincia Autonoma Trento,total,20-64 ,total,3,2018,2.89372
Provincia Autonoma Trento,total,20-64 ,total,1,2019,5.701257
Provincia Autonoma Trento,total,20-64 ,total,2,2019,5.45312
Provincia Autonoma Trento,total,20-64 ,total,4,2019,4.189165
Provincia Autonoma Trento,total,20-64 ,total,3,2019,4.242568
Provincia Autonoma Trento,total,20-64 ,total,2,2020,5.471845
Provincia Autonoma Trento,total,20-64 ,total,1,2020,5.440831
Provincia Autonoma Trento,total,20-64 ,total,3,2020,5.173891
Provincia Autonoma Trento,total,20-64 ,total,4,2020,5.271824
Provincia Autonoma Trento,total,20-64 ,total,1,2021,6.00695
Provincia Autonoma Trento,total,20-64 ,total,2,2021,5.953095
Provincia Autonoma Trento,total,20-64 ,total,3,2021,3.95607
Provincia Autonoma Trento,total,20-64 ,total,4,2021,3.066315
Provincia Autonoma Trento,total,20-64 ,total,1,2022,3.714164
Provincia Autonoma Trento,total,20-64 ,total,2,2022,3.846138
Provincia Autonoma Trento,total,20-64 ,total,3,2022,2.772933
Provincia Autonoma Trento,total,20-64 ,total,4,2022,3.057051
Nord-ovest,males,15-64 ,12 months and over,2,2018,3.33264
Nord-ovest,males,15-64 ,12 months and over,1,2018,3.294988
Nord-ovest,males,15-64 ,12 months and over,4,2018,2.903171
Nord-ovest,males,15-64 ,12 months and over,3,2018,2.820851
Nord-ovest,males,15-64 ,12 months and over,1,2019,3.144418
Nord-ovest,males,15-64 ,12 months and over,2,2019,2.607659
Nord-ovest,males,15-64 ,12 months and over,4,2019,2.432712
Nord-ovest,males,15-64 ,12 months and over,3,2019,2.57868
Nord-ovest,males,15-64 ,12 months and over,2,2020,1.794875
Nord-ovest,males,15-64 ,12 months and over,1,2020,2.233619
Nord-ovest,males,15-64 ,12 months and over,3,2020,2.621394
Nord-ovest,males,15-64 ,12 months and over,4,2020,2.565761
Nord-ovest,males,15-64 ,12 months and over,1,2021,3.020551
Nord-ovest,males,15-64 ,12 months and over,2,2021,2.836086
Nord-ovest,males,15-64 ,12 months and over,3,2021,2.544729
Nord-ovest,males,15-64 ,12 months and over,4,2021,2.716396
Nord-ovest,males,15-64 ,12 months and over,1,2022,2.748736
Nord-ovest,males,15-64 ,12 months and over,2,2022,2.662108
Nord-ovest,males,15-64 ,12 months and over,3,2022,1.839243
Nord-ovest,males,15-64 ,12 months and over,4,2022,1.792809
Nord-ovest,males,20-64 ,total,1,2011,5.677491
Nord-ovest,males,20-64 ,total,2,2011,4.911348
Nord-ovest,males,20-64 ,total,4,2011,6.210234
Nord-ovest,males,20-64 ,total,3,2011,5.120366
Nord-ovest,males,20-64 ,total,2,2012,7.19181
Nord-ovest,males,20-64 ,total,1,2012,6.853023
Nord-ovest,males,20-64 ,total,4,2012,7.515413
Nord-ovest,males,20-64 ,total,3,2012,6.167801
Nord-ovest,males,20-64 ,total,1,2013,8.745759
Nord-ovest,males,20-64 ,total,2,2013,8.223642
Nord-ovest,males,20-64 ,total,4,2013,8.603695
Nord-ovest,males,20-64 ,total,3,2013,7.74267
Nord-ovest,males,20-64 ,total,2,2014,8.709074
Nord-ovest,males,20-64 ,total,1,2014,9.378681
Nord-ovest,males,20-64 ,total,4,2014,8.829467
Nord-ovest,males,20-64 ,total,3,2014,7.874408
Nord-ovest,males,20-64 ,total,1,2015,9.061883
Nord-ovest,males,20-64 ,total,2,2015,8.165896
Nord-ovest,males,20-64 ,total,4,2015,8.074265
Nord-ovest,males,20-64 ,total,3,2015,6.942289
Nord-ovest,males,20-64 ,total,2,2016,6.936255
Nord-ovest,males,20-64 ,total,1,2016,7.801357
Nord-ovest,males,20-64 ,total,4,2016,7.646419
Nord-ovest,males,20-64 ,total,3,2016,6.104411
Nord-ovest,males,20-64 ,total,1,2017,7.170442
Nord-ovest,males,20-64 ,total,2,2017,5.99847
Nord-ovest,males,20-64 ,total,4,2017,6.133791
Nord-ovest,males,20-64 ,total,3,2017,5.638811
Nord-ovest,males,20-64 ,total,2,2018,6.240679
Nord-ovest,males,20-64 ,total,1,2018,6.474477
Nord-ovest,males,20-64 ,total,4,2018,5.724709
