Country,Region,Gender,ages from,ages to,Year,Yearly_TotalUnemploymentRate_R,Yearly_TotalUnemploymentRate_N,Quarter,Regional_UR,National_UR
Italy,Centro (I),females,15,24,2014,44.706295,44.591664,1.0,46.713758,48.447521
Italy,Mezzogiorno,females,15,24,2014,60.097334,44.591664,1.0,63.792618,48.447521
Italy,Nord,females,15,24,2014,33.085162,44.591664,1.0,37.580089,48.447521
Italy,Nord-est,females,15,24,2014,31.91913,44.591664,1.0,37.793114,48.447521
Italy,Nord-ovest,females,15,24,2014,33.928818,44.591664,1.0,37.426028,48.447521
Italy,Centro (I),females,15,24,2015,38.768922,42.595323,1.0,45.946513,48.899018
Italy,Mezzogiorno,females,15,24,2015,58.703101,42.595323,1.0,64.88562,48.899018
Italy,Nord,females,15,24,2015,32.327297,42.595323,1.0,38.533406,48.899018
Italy,Nord-est,females,15,24,2015,31.824766,42.595323,1.0,38.907286,48.899018
Italy,Nord-ovest,females,15,24,2015,32.699688,42.595323,1.0,38.254304,48.899018
Italy,Centro (I),females,15,24,2016,37.229171,39.574076,1.0,36.989042,40.954688
Italy,Mezzogiorno,females,15,24,2016,55.821187,39.574076,1.0,56.817544,40.954688
Italy,Nord,females,15,24,2016,28.525247,39.574076,1.0,30.682152,40.954688
Italy,Nord-est,females,15,24,2016,25.54637,39.574076,1.0,27.776969,40.954688
Italy,Nord-ovest,females,15,24,2016,30.812232,39.574076,1.0,32.880452,40.954688
Italy,Centro (I),females,15,24,2017,34.042308,37.195621,1.0,34.097894,39.362127
Italy,Mezzogiorno,females,15,24,2017,56.319053,37.195621,1.0,59.053556,39.362127
Italy,Nord,females,15,24,2017,25.391301,37.195621,1.0,27.971406,39.362127
Italy,Nord-est,females,15,24,2017,23.012637,37.195621,1.0,24.77921,39.362127
Italy,Nord-ovest,females,15,24,2017,27.338608,37.195621,1.0,30.747941,39.362127
Italy,Centro (I),females,15,24,2018,30.625273,34.8647,1.0,35.028116,37.36902
Italy,Mezzogiorno,females,15,24,2018,52.250522,34.8647,1.0,54.382961,37.36902
Italy,Nord,females,15,24,2018,24.83051,34.8647,1.0,26.975053,37.36902
Italy,Nord-est,females,15,24,2018,23.422621,34.8647,1.0,28.043502,37.36902
Italy,Nord-ovest,females,15,24,2018,25.974749,34.8647,1.0,26.1867,37.36902
Italy,Centro (I),females,15,24,2019,27.810456,31.147114,1.0,39.429197,35.544423
Italy,Mezzogiorno,females,15,24,2019,48.063626,31.147114,1.0,51.552583,35.544423
Italy,Nord,females,15,24,2019,22.405091,31.147114,1.0,23.401236,35.544423
Italy,Nord-est,females,15,24,2019,19.815234,31.147114,1.0,19.681033,35.544423
Italy,Nord-ovest,females,15,24,2019,24.52567,31.147114,1.0,26.240059,35.544423
Italy,Centro (I),females,15,24,2020,29.3568,32.135305,1.0,30.630014,34.0116
Italy,Mezzogiorno,females,15,24,2020,47.262663,32.135305,1.0,53.389999,34.0116
Italy,Nord,females,15,24,2020,25.195299,32.135305,1.0,24.288751,34.0116
Italy,Nord-est,females,15,24,2020,26.256329,32.135305,1.0,26.434598,34.0116
Italy,Nord-ovest,females,15,24,2020,24.377224,32.135305,1.0,22.674739,34.0116
Italy,Centro (I),females,15,24,2021,28.89165,32.831951,1.0,39.304972,38.825632
Italy,Mezzogiorno,females,15,24,2021,49.41241,32.831951,1.0,54.393911,38.825632
Italy,Nord,females,15,24,2021,24.460645,32.831951,1.0,29.83794,38.825632
Italy,Nord-est,females,15,24,2021,23.89933,32.831951,1.0,27.460705,38.825632
Italy,Nord-ovest,females,15,24,2021,24.88855,32.831951,1.0,31.55652,38.825632
Italy,Centro (I),females,15,24,2022,24.526837,25.81487,1.0,27.04407,28.993749
Italy,Mezzogiorno,females,15,24,2022,41.838009,25.81487,1.0,44.480697,28.993749
Italy,Nord,females,15,24,2022,17.776983,25.81487,1.0,21.08355,28.993749
Italy,Nord-est,females,15,24,2022,16.212322,25.81487,1.0,17.91151,28.993749
Italy,Nord-ovest,females,15,24,2022,18.974547,25.81487,1.0,23.465085,28.993749
Italy,Centro (I),females,15,34,2004,13.899673,16.576814,1.0,15.371081,17.198032
Italy,Mezzogiorno,females,15,34,2004,32.379058,16.576814,1.0,34.080688,17.198032
Italy,Nord,females,15,34,2004,8.66317,16.576814,1.0,8.13671,17.198032
Italy,Nord-est,females,15,34,2004,8.495489,16.576814,1.0,7.965671,17.198032
Italy,Nord-ovest,females,15,34,2004,8.787561,16.576814,1.0,8.263679,17.198032
Italy,Centro (I),females,15,34,2005,13.272625,16.235129,1.0,13.905273,16.852636
Italy,Mezzogiorno,females,15,34,2005,32.02549,16.235129,1.0,32.969043,16.852636
Italy,Nord,females,15,34,2005,8.812251,16.235129,1.0,9.025457,16.852636
Italy,Nord-est,females,15,34,2005,8.733594,16.235129,1.0,8.803234,16.852636
Italy,Nord-ovest,females,15,34,2005,8.870796,16.235129,1.0,9.194322,16.852636
Italy,Centro (I),females,15,34,2006,13.447544,14.44435,1.0,14.612759,15.872178
Italy,Mezzogiorno,females,15,34,2006,27.545008,14.44435,1.0,29.963013,15.872178
Italy,Nord,females,15,34,2006,7.713486,14.44435,1.0,8.429338,15.872178
Italy,Nord-est,females,15,34,2006,7.868749,14.44435,1.0,8.333867,15.872178
Italy,Nord-ovest,females,15,34,2006,7.599548,14.44435,1.0,8.500255,15.872178
Italy,Centro (I),females,15,34,2007,11.443417,13.195299,1.0,13.265939,13.509486
Italy,Mezzogiorno,females,15,34,2007,25.340709,13.195299,1.0,25.461567,13.509486
Italy,Nord,females,15,34,2007,7.388401,13.195299,1.0,7.225898,13.509486
Italy,Nord-est,females,15,34,2007,6.95469,13.195299,1.0,7.578102,13.509486
Italy,Nord-ovest,females,15,34,2007,7.702518,13.195299,1.0,6.971208,13.509486
Italy,Centro (I),females,15,34,2008,12.755029,13.84523,1.0,11.552555,14.225422
Italy,Mezzogiorno,females,15,34,2008,25.742313,13.84523,1.0,27.573354,14.225422
Italy,Nord,females,15,34,2008,7.711942,13.84523,1.0,7.817231,14.225422
Italy,Nord-est,females,15,34,2008,6.931544,13.84523,1.0,8.380172,14.225422
Italy,Nord-ovest,females,15,34,2008,8.281045,13.84523,1.0,7.407677,14.225422
Italy,Centro (I),females,15,34,2009,16.052159,15.970339,1.0,16.714811,16.048458
Italy,Mezzogiorno,females,15,34,2009,26.873488,15.970339,1.0,28.255087,16.048458
Italy,Nord,females,15,34,2009,10.142917,15.970339,1.0,9.319451,16.048458
Italy,Nord-est,females,15,34,2009,9.443903,15.970339,1.0,8.238267,16.048458
Italy,Nord-ovest,females,15,34,2009,10.656787,15.970339,1.0,10.094077,16.048458
Italy,Centro (I),females,15,34,2010,16.047216,17.400466,1.0,17.267362,18.505132
Italy,Mezzogiorno,females,15,34,2010,28.911349,17.400466,1.0,31.012097,18.505132
Italy,Nord,females,15,34,2010,11.830624,17.400466,1.0,12.461055,18.505132
Italy,Nord-est,females,15,34,2010,11.987228,17.400466,1.0,12.138405,18.505132
Italy,Nord-ovest,females,15,34,2010,11.715659,17.400466,1.0,12.692453,18.505132
Italy,Centro (I),females,15,34,2011,15.953731,17.737674,1.0,15.136539,17.479646
Italy,Mezzogiorno,females,15,34,2011,29.473772,17.737674,1.0,29.217195,17.479646
Italy,Nord,females,15,34,2011,12.045304,17.737674,1.0,12.391912,17.479646
Italy,Nord-est,females,15,34,2011,11.556772,17.737674,1.0,11.298116,17.479646
Italy,Nord-ovest,females,15,34,2011,12.406379,17.737674,1.0,13.206214,17.479646
Italy,Centro (I),females,15,34,2012,20.005781,21.387268,1.0,21.079765,22.012417
Italy,Mezzogiorno,females,15,34,2012,34.073291,21.387268,1.0,34.304059,22.012417
Italy,Nord,females,15,34,2012,14.527463,21.387268,1.0,15.302473,22.012417
Italy,Nord-est,females,15,34,2012,13.608616,21.387268,1.0,14.047218,22.012417
Italy,Nord-ovest,females,15,34,2012,15.180522,21.387268,1.0,16.204443,22.012417
Italy,Centro (I),females,15,34,2013,22.178839,24.459545,1.0,23.233569,24.945964
Italy,Mezzogiorno,females,15,34,2013,38.352677,24.459545,1.0,37.500458,24.945964
Italy,Nord,females,15,34,2013,17.119937,24.459545,1.0,17.995125,24.945964
Italy,Nord-est,females,15,34,2013,16.930349,24.459545,1.0,17.652197,24.945964
Italy,Nord-ovest,females,15,34,2013,17.254173,24.459545,1.0,18.243377,24.945964
Italy,Centro (I),females,15,34,2014,23.176755,25.745516,1.0,22.15168,26.863749
Italy,Mezzogiorno,females,15,34,2014,40.77085,25.745516,1.0,42.568311,26.863749
Italy,Nord,females,15,34,2014,17.788437,25.745516,1.0,19.355799,26.863749
Italy,Nord-est,females,15,34,2014,17.236879,25.745516,1.0,19.091007,26.863749
Italy,Nord-ovest,females,15,34,2014,18.179141,25.745516,1.0,19.548919,26.863749
Italy,Centro (I),females,15,34,2015,20.928732,24.708057,1.0,23.598742,26.584121
Italy,Mezzogiorno,females,15,34,2015,39.50967,24.708057,1.0,40.164503,26.584121
Italy,Nord,females,15,34,2015,17.403243,24.708057,1.0,19.604457,26.584121
Italy,Nord-est,females,15,34,2015,17.225122,24.708057,1.0,19.64578,26.584121
Italy,Nord-ovest,females,15,34,2015,17.530335,24.708057,1.0,19.574651,26.584121
Italy,Centro (I),females,15,34,2016,21.176289,24.259733,1.0,20.671251,24.777365
Italy,Mezzogiorno,females,15,34,2016,39.220534,24.259733,1.0,40.204666,24.777365
Italy,Nord,females,15,34,2016,16.310608,24.259733,1.0,17.025021,24.777365
Italy,Nord-est,females,15,34,2016,15.278433,24.259733,1.0,16.439349,24.777365
Italy,Nord-ovest,females,15,34,2016,17.061472,24.259733,1.0,17.446419,24.777365
Italy,Centro (I),females,15,34,2017,19.581815,23.058818,1.0,20.838686,24.734184
Italy,Mezzogiorno,females,15,34,2017,38.763594,23.058818,1.0,40.375539,24.734184
Italy,Nord,females,15,34,2017,15.010668,23.058818,1.0,16.805893,24.734184
Italy,Nord-est,females,15,34,2017,14.197119,23.058818,1.0,16.094862,24.734184
Italy,Nord-ovest,females,15,34,2017,15.609947,23.058818,1.0,17.330048,24.734184
Italy,Centro (I),females,15,34,2018,18.563108,21.501513,1.0,21.218531,23.141877
Italy,Mezzogiorno,females,15,34,2018,36.960734,21.501513,1.0,38.604621,23.141877
Italy,Nord,females,15,34,2018,13.524083,21.501513,1.0,14.559337,23.141877
Italy,Nord-est,females,15,34,2018,12.644717,21.501513,1.0,15.003414,23.141877
Italy,Nord-ovest,females,15,34,2018,14.178319,21.501513,1.0,14.231328,23.141877
Italy,Centro (I),females,15,34,2019,16.758842,19.777937,1.0,20.868258,21.713279
Italy,Mezzogiorno,females,15,34,2019,34.782953,19.777937,1.0,36.663872,21.713279
Italy,Nord,females,15,34,2019,12.54139,19.777937,1.0,13.395425,21.713279
Italy,Nord-est,females,15,34,2019,12.009703,19.777937,1.0,12.394632,21.713279
Italy,Nord-ovest,females,15,34,2019,12.933745,19.777937,1.0,14.135112,21.713279
Italy,Centro (I),females,15,34,2020,17.455514,19.409403,1.0,16.363993,19.401059
Italy,Mezzogiorno,females,15,34,2020,32.681121,19.409403,1.0,34.884977,19.401059
Italy,Nord,females,15,34,2020,13.214926,19.409403,1.0,12.225733,19.401059
Italy,Nord-est,females,15,34,2020,13.667557,19.409403,1.0,12.456836,19.401059
Italy,Nord-ovest,females,15,34,2020,12.885408,19.409403,1.0,12.05487,19.401059
Italy,Centro (I),females,15,34,2021,17.67651,19.384712,1.0,20.391075,21.739022
Italy,Mezzogiorno,females,15,34,2021,33.328205,19.384712,1.0,35.980874,21.739022
Italy,Nord,females,15,34,2021,12.321331,19.384712,1.0,14.4087,21.739022
Italy,Nord-est,females,15,34,2021,11.671457,19.384712,1.0,12.041737,21.739022
Italy,Nord-ovest,females,15,34,2021,12.798911,19.384712,1.0,16.157142,21.739022
Italy,Centro (I),females,15,34,2022,13.938919,16.432924,1.0,14.443749,17.490739
Italy,Mezzogiorno,females,15,34,2022,29.685549,16.432924,1.0,32.171543,17.490739
Italy,Nord,females,15,34,2022,10.380463,16.432924,1.0,10.702735,17.490739
Italy,Nord-est,females,15,34,2022,8.943071,16.432924,1.0,9.041561,17.490739
Italy,Nord-ovest,females,15,34,2022,11.449308,16.432924,1.0,11.939625,17.490739
Italy,Centro (I),females,15,64,2004,8.820119,10.579492,1.0,10.287991,11.570146
Italy,Mezzogiorno,females,15,64,2004,20.403415,10.579492,1.0,22.736562,11.570146
Italy,Nord,females,15,64,2004,6.046072,10.579492,1.0,6.086521,11.570146
Italy,Nord-est,females,15,64,2004,5.833839,10.579492,1.0,6.017448,11.570146
Italy,Nord-ovest,females,15,64,2004,6.200472,10.579492,1.0,6.136769,11.570146
Italy,Centro (I),females,15,64,2005,8.436979,10.125189,1.0,8.550037,10.520934
Italy,Mezzogiorno,females,15,64,2005,19.632805,10.125189,1.0,20.45353,10.520934
Italy,Nord,females,15,64,2005,5.927659,10.125189,1.0,6.16407,10.520934
Italy,Nord-est,females,15,64,2005,5.658863,10.125189,1.0,5.80263,10.520934
Italy,Nord-ovest,females,15,64,2005,6.124239,10.125189,1.0,6.426402,10.520934
Italy,Centro (I),females,15,64,2006,8.310177,8.851401,1.0,9.099891,9.951131
Italy,Mezzogiorno,females,15,64,2006,16.517736,8.851401,1.0,18.895371,9.951131
Italy,Nord,females,15,64,2006,5.203369,8.851401,1.0,5.717599,9.951131
Italy,Nord-est,females,15,64,2006,5.312868,8.851401,1.0,5.769572,9.951131
Italy,Nord-ovest,females,15,64,2006,5.123498,8.851401,1.0,5.679795,9.951131
Italy,Centro (I),females,15,64,2007,7.203676,7.927977,1.0,7.827137,8.060207
Italy,Mezzogiorno,females,15,64,2007,15.004806,7.927977,1.0,15.055434,8.060207
Italy,Nord,females,15,64,2007,4.732895,7.927977,1.0,4.719175,8.060207
Italy,Nord-est,females,15,64,2007,4.575628,7.927977,1.0,4.869708,8.060207
Italy,Nord-ovest,females,15,64,2007,4.84777,7.927977,1.0,4.609162,8.060207
Italy,Centro (I),females,15,64,2008,8.134757,8.554025,1.0,8.044666,9.011302
Italy,Mezzogiorno,females,15,64,2008,15.81425,8.554025,1.0,17.491214,9.011302
Italy,Nord,females,15,64,2008,5.161744,8.554025,1.0,5.239901,9.011302
Italy,Nord-est,females,15,64,2008,4.758951,8.554025,1.0,5.557617,9.011302
Italy,Nord-ovest,females,15,64,2008,5.458262,8.554025,1.0,5.006097,9.011302
Italy,Centro (I),females,15,64,2009,9.266656,9.347044,1.0,9.557704,9.588295
Italy,Mezzogiorno,females,15,64,2009,15.478301,9.347044,1.0,16.797251,9.588295
Italy,Nord,females,15,64,2009,6.446051,9.347044,1.0,6.126138,9.588295
Italy,Nord-est,females,15,64,2009,5.837042,9.347044,1.0,5.461167,9.588295
Italy,Nord-ovest,females,15,64,2009,6.893124,9.347044,1.0,6.614675,9.588295
Italy,Centro (I),females,15,64,2010,9.050165,9.764206,1.0,9.900402,10.625215
Italy,Mezzogiorno,females,15,64,2010,15.972725,9.764206,1.0,17.68328,10.625215
Italy,Nord,females,15,64,2010,7.093291,9.764206,1.0,7.598075,10.625215
Italy,Nord-est,females,15,64,2010,6.930302,9.764206,1.0,7.402686,10.625215
Italy,Nord-ovest,females,15,64,2010,7.213266,9.764206,1.0,7.740628,10.625215
Italy,Centro (I),females,15,64,2011,8.946415,9.730349,1.0,8.674281,9.725942
Italy,Mezzogiorno,females,15,64,2011,16.352628,9.730349,1.0,16.260739,9.725942
Italy,Nord,females,15,64,2011,6.872573,9.730349,1.0,7.084725,9.725942
Italy,Nord-est,females,15,64,2011,6.243188,9.730349,1.0,6.562647,9.725942
Italy,Nord-ovest,females,15,64,2011,7.340469,9.730349,1.0,7.470203,9.725942
Italy,Centro (I),females,15,64,2012,11.1678,12.057311,1.0,11.513441,12.281851
Italy,Mezzogiorno,females,15,64,2012,19.623293,12.057311,1.0,19.795712,12.281851
Italy,Nord,females,15,64,2012,8.657259,12.057311,1.0,8.890401,12.281851
Italy,Nord-est,females,15,64,2012,7.740238,12.057311,1.0,7.451423,12.281851
Italy,Nord-ovest,females,15,64,2012,9.332541,12.057311,1.0,9.942807,12.281851
Italy,Centro (I),females,15,64,2013,12.301828,13.320435,1.0,13.386391,14.147245
Italy,Mezzogiorno,females,15,64,2013,21.725685,13.320435,1.0,21.806923,14.147245
Italy,Nord,females,15,64,2013,9.618973,13.320435,1.0,10.614238,14.147245
Italy,Nord-est,females,15,64,2013,9.463121,13.320435,1.0,10.383249,14.147245
Italy,Nord-ovest,females,15,64,2013,9.731932,13.320435,1.0,10.783947,14.147245
Italy,Centro (I),females,15,64,2014,12.767272,13.994884,1.0,12.848994,14.572098
Italy,Mezzogiorno,females,15,64,2014,23.576405,13.994884,1.0,24.028537,14.572098
Italy,Nord,females,15,64,2014,9.788301,13.994884,1.0,10.610987,14.572098
Italy,Nord-est,females,15,64,2014,9.393936,13.994884,1.0,10.324976,14.572098
Italy,Nord-ovest,females,15,64,2014,10.07361,13.994884,1.0,10.819467,14.572098
Italy,Centro (I),females,15,64,2015,11.469792,12.853597,1.0,13.209111,13.90995
Italy,Mezzogiorno,females,15,64,2015,21.581896,12.853597,1.0,22.138953,13.90995
Italy,Nord,females,15,64,2015,9.157076,12.853597,1.0,10.193764,13.90995
Italy,Nord-est,females,15,64,2015,8.800128,12.853597,1.0,9.923809,13.90995
Italy,Nord-ovest,females,15,64,2015,9.415612,12.853597,1.0,10.388194,13.90995
Italy,Centro (I),females,15,64,2016,11.444793,12.901032,1.0,11.292449,13.039107
Italy,Mezzogiorno,females,15,64,2016,22.315873,12.901032,1.0,22.467911,13.039107
Italy,Nord,females,15,64,2016,8.811387,12.901032,1.0,9.168482,13.039107
Italy,Nord-est,females,15,64,2016,8.103787,12.901032,1.0,8.793022,13.039107
Italy,Nord-ovest,females,15,64,2016,9.328614,12.901032,1.0,9.438231,13.039107
Italy,Centro (I),females,15,64,2017,11.174941,12.525798,1.0,12.47612,13.462651
Italy,Mezzogiorno,females,15,64,2017,22.086373,12.525798,1.0,23.347868,13.462651
Italy,Nord,females,15,64,2017,8.33367,12.525798,1.0,9.027555,13.462651
Italy,Nord-est,females,15,64,2017,7.692869,12.525798,1.0,8.377384,13.462651
Italy,Nord-ovest,females,15,64,2017,8.804623,12.525798,1.0,9.506404,13.462651
Italy,Centro (I),females,15,64,2018,10.544355,11.869912,1.0,12.062171,12.929925
Italy,Mezzogiorno,females,15,64,2018,21.182857,11.869912,1.0,22.996167,12.929925
Italy,Nord,females,15,64,2018,7.792248,11.869912,1.0,8.255508,12.929925
Italy,Nord-est,females,15,64,2018,7.335728,11.869912,1.0,7.829669,12.929925
Italy,Nord-ovest,females,15,64,2018,8.132117,11.869912,1.0,8.572403,12.929925
Italy,Centro (I),females,15,64,2019,9.7195,11.219631,1.0,10.852181,12.216666
Italy,Mezzogiorno,females,15,64,2019,20.071552,11.219631,1.0,21.490612,12.216666
Italy,Nord,females,15,64,2019,7.519059,11.219631,1.0,8.259777,12.216666
Italy,Nord-est,females,15,64,2019,6.895494,11.219631,1.0,7.505379,12.216666
Italy,Nord-ovest,females,15,64,2019,7.983421,11.219631,1.0,8.818381,12.216666
Italy,Centro (I),females,15,64,2020,9.277363,10.549013,1.0,9.667112,10.802384
Italy,Mezzogiorno,females,15,64,2020,18.64591,10.549013,1.0,19.655466,10.802384
Italy,Nord,females,15,64,2020,7.21288,10.549013,1.0,7.049097,10.802384
Italy,Nord-est,females,15,64,2020,7.229404,10.549013,1.0,7.031445,10.802384
Italy,Nord-ovest,females,15,64,2020,7.200582,10.549013,1.0,7.062309,10.802384
Italy,Centro (I),females,15,64,2021,9.872812,10.803369,1.0,10.930017,11.721216
Italy,Mezzogiorno,females,15,64,2021,19.017754,10.803369,1.0,19.855227,11.721216
Italy,Nord,females,15,64,2021,7.214924,10.803369,1.0,8.097515,11.721216
Italy,Nord-est,females,15,64,2021,6.705715,10.803369,1.0,7.002561,11.721216
Italy,Nord-ovest,females,15,64,2021,7.591191,10.803369,1.0,8.893665,11.721216
Italy,Centro (I),females,15,64,2022,8.262293,9.477467,1.0,8.566439,9.951236
Italy,Mezzogiorno,females,15,64,2022,17.177607,9.477467,1.0,17.713689,9.951236
Italy,Nord,females,15,64,2022,6.299022,9.477467,1.0,6.811268,9.951236
Italy,Nord-est,females,15,64,2022,5.694428,9.477467,1.0,5.98413,9.951236
Italy,Nord-ovest,females,15,64,2022,6.751994,9.477467,1.0,7.437944,9.951236
Italy,Centro (I),females,15,74,2004,8.761154,10.524678,1.0,10.209679,11.497299
Italy,Mezzogiorno,females,15,74,2004,20.301353,10.524678,1.0,22.59388,11.497299
Italy,Nord,females,15,74,2004,6.020764,10.524678,1.0,6.053357,11.497299
Italy,Nord-est,females,15,74,2004,5.808644,10.524678,1.0,5.980663,11.497299
Italy,Nord-ovest,females,15,74,2004,6.175112,10.524678,1.0,6.106304,11.497299
Italy,Centro (I),females,15,74,2005,8.388507,10.073715,1.0,8.4995,10.47115
Italy,Mezzogiorno,females,15,74,2005,19.537719,10.073715,1.0,20.361707,10.47115
Italy,Nord,females,15,74,2005,5.900615,10.073715,1.0,6.140017,10.47115
Italy,Nord-est,females,15,74,2005,5.634028,10.073715,1.0,5.779999,10.47115
Italy,Nord-ovest,females,15,74,2005,6.09555,10.073715,1.0,6.40125,10.47115
Italy,Centro (I),females,15,74,2006,8.277574,8.81591,1.0,9.047454,9.895182
Italy,Mezzogiorno,females,15,74,2006,16.444768,8.81591,1.0,18.795988,9.895182
Italy,Nord,females,15,74,2006,5.186826,8.81591,1.0,5.68519,9.895182
Italy,Nord-est,females,15,74,2006,5.294792,8.81591,1.0,5.73318,9.895182
Italy,Nord-ovest,females,15,74,2006,5.108043,8.81591,1.0,5.650235,9.895182
Italy,Centro (I),females,15,74,2007,7.148126,7.878142,1.0,7.764191,8.005005
Italy,Mezzogiorno,females,15,74,2007,14.914545,7.878142,1.0,14.959756,8.005005
Italy,Nord,females,15,74,2007,4.70596,7.878142,1.0,4.688135,8.005005
Italy,Nord-est,females,15,74,2007,4.54871,7.878142,1.0,4.8323,8.005005
Italy,Nord-ovest,females,15,74,2007,4.820887,7.878142,1.0,4.582583,8.005005
Italy,Centro (I),females,15,74,2008,8.093022,8.516619,1.0,8.026817,8.987832
Italy,Mezzogiorno,females,15,74,2008,15.736594,8.516619,1.0,17.434712,8.987832
Italy,Nord,females,15,74,2008,5.146286,8.516619,1.0,5.23286,8.987832
Italy,Nord-est,females,15,74,2008,4.742742,8.516619,1.0,5.541292,8.987832
Italy,Nord-ovest,females,15,74,2008,5.443672,8.516619,1.0,5.005479,8.987832
Italy,Centro (I),females,15,74,2009,9.203787,9.292988,1.0,9.498822,9.524719
Italy,Mezzogiorno,females,15,74,2009,15.387496,9.292988,1.0,16.68055,9.524719
Italy,Nord,females,15,74,2009,6.414478,9.292988,1.0,6.085368,9.524719
Italy,Nord-est,females,15,74,2009,5.809034,9.292988,1.0,5.421755,9.524719
Italy,Nord-ovest,females,15,74,2009,6.858703,9.292988,1.0,6.573018,9.524719
Italy,Centro (I),females,15,74,2010,8.980577,9.699497,1.0,9.820138,10.549217
Italy,Mezzogiorno,females,15,74,2010,15.879441,9.699497,1.0,17.571986,10.549217
