Country,Region,Gender,ages from,ages to,Year,Yearly_TotalUnemploymentRate_R,Yearly_TotalUnemploymentRate_N,Quarter,Regional_UR,National_UR
Italy,Centro (I),males,25,34,2017,13.929918,15.488951,1.0,13.754102,16.40299
Italy,Mezzogiorno,males,25,34,2017,26.317168,15.488951,1.0,28.192758,16.40299
Italy,Nord,males,25,34,2017,8.396314,15.488951,1.0,9.136603,16.40299
Italy,Nord-est,males,25,34,2017,7.566,15.488951,1.0,8.029907,16.40299
Italy,Nord-ovest,males,25,34,2017,8.976632,15.488951,1.0,9.881722,16.40299
Italy,Centro (I),males,25,34,2018,12.884016,14.357478,1.0,13.183958,15.462067
Italy,Mezzogiorno,males,25,34,2018,24.840552,14.357478,1.0,26.298352,15.462067
Italy,Nord,males,25,34,2018,7.538854,14.357478,1.0,8.628133,15.462067
Italy,Nord-est,males,25,34,2018,6.759778,14.357478,1.0,7.366106,15.462067
Italy,Nord-ovest,males,25,34,2018,8.096556,14.357478,1.0,9.551815,15.462067
Italy,Centro (I),males,25,34,2019,12.562997,13.488951,1.0,14.385925,15.147376
Italy,Mezzogiorno,males,25,34,2019,23.547513,13.488951,1.0,26.578279,15.147376
Italy,Nord,males,25,34,2019,6.816924,13.488951,1.0,7.652692,15.147376
Italy,Nord-est,males,25,34,2019,6.528909,13.488951,1.0,7.747041,15.147376
Italy,Nord-ovest,males,25,34,2019,7.025856,13.488951,1.0,7.583855,15.147376
Italy,Centro (I),males,25,34,2020,11.06357,13.062326,1.0,9.949157,12.858127
Italy,Mezzogiorno,males,25,34,2020,22.619993,13.062326,1.0,23.293536,12.858127
Italy,Nord,males,25,34,2020,7.534029,13.062326,1.0,7.119796,12.858127
Italy,Nord-est,males,25,34,2020,7.717162,13.062326,1.0,6.76438,12.858127
Italy,Nord-ovest,males,25,34,2020,7.397009,13.062326,1.0,7.384647,12.858127
Italy,Centro (I),males,25,34,2021,11.208773,13.03841,1.0,13.138611,15.737382
Italy,Mezzogiorno,males,25,34,2021,22.472491,13.03841,1.0,26.888869,15.737382
Italy,Nord,males,25,34,2021,7.376399,13.03841,1.0,9.4813,15.737382
Italy,Nord-est,males,25,34,2021,5.885845,13.03841,1.0,7.623698,15.737382
Italy,Nord-ovest,males,25,34,2021,8.469766,13.03841,1.0,10.82569,15.737382
Italy,Centro (I),males,25,34,2022,8.472898,9.731255,1.0,8.138696,11.496013
Italy,Mezzogiorno,males,25,34,2022,17.90121,9.731255,1.0,21.750757,11.496013
Italy,Nord,males,25,34,2022,4.99434,9.731255,1.0,6.272438,11.496013
Italy,Nord-est,males,25,34,2022,4.528528,9.731255,1.0,5.842448,11.496013
Italy,Nord-ovest,males,25,34,2022,5.336885,9.731255,1.0,6.58957,11.496013
Italy,Centro (I),females,35,49,2004,6.740793,7.626019,1.0,8.300312,8.776062
Italy,Mezzogiorno,females,35,49,2004,14.509737,7.626019,1.0,17.084661,8.776062
Italy,Nord,females,35,49,2004,4.631931,7.626019,1.0,4.909636,8.776062
Italy,Nord-est,females,35,49,2004,4.387061,7.626019,1.0,5.05461,8.776062
Italy,Nord-ovest,females,35,49,2004,4.80835,7.626019,1.0,4.807091,8.776062
Italy,Centro (I),females,35,49,2005,6.738535,7.392223,1.0,6.881284,7.577546
Italy,Mezzogiorno,females,35,49,2005,14.264367,7.392223,1.0,14.464763,7.577546
Italy,Nord,females,35,49,2005,4.441975,7.392223,1.0,4.668889,7.577546
Italy,Nord-est,females,35,49,2005,3.906383,7.392223,1.0,4.074515,7.577546
Italy,Nord-ovest,females,35,49,2005,4.831471,7.392223,1.0,5.089712,7.577546
Italy,Centro (I),females,35,49,2006,6.390696,6.583109,1.0,6.984979,7.343811
Italy,Mezzogiorno,females,35,49,2006,12.000968,6.583109,1.0,14.146563,7.343811
Italy,Nord,females,35,49,2006,4.165396,6.583109,1.0,4.355007,7.343811
Italy,Nord-est,females,35,49,2006,4.128144,6.583109,1.0,4.156385,7.343811
Italy,Nord-ovest,females,35,49,2006,4.192783,6.583109,1.0,4.499104,7.343811
Italy,Centro (I),females,35,49,2007,6.164633,6.140793,1.0,6.708743,6.301963
Italy,Mezzogiorno,females,35,49,2007,11.345087,6.140793,1.0,11.290228,6.301963
Italy,Nord,females,35,49,2007,3.822203,6.140793,1.0,3.942772,6.301963
Italy,Nord-est,females,35,49,2007,3.822468,6.140793,1.0,4.081329,6.301963
Italy,Nord-ovest,females,35,49,2007,3.822009,6.140793,1.0,3.841209,6.301963
Italy,Centro (I),females,35,49,2008,7.376706,6.919062,1.0,7.590183,7.324191
Italy,Mezzogiorno,females,35,49,2008,12.484497,6.919062,1.0,13.905933,7.324191
Italy,Nord,females,35,49,2008,4.293657,6.919062,1.0,4.34874,7.324191
Italy,Nord-est,females,35,49,2008,4.119599,6.919062,1.0,4.728226,7.324191
Italy,Nord-ovest,females,35,49,2008,4.420658,6.919062,1.0,4.074809,7.324191
Italy,Centro (I),females,35,49,2009,7.450448,7.27998,1.0,7.344682,7.46325
Italy,Mezzogiorno,females,35,49,2009,11.953486,7.27998,1.0,13.061939,7.46325
Italy,Nord,females,35,49,2009,5.207508,7.27998,1.0,5.079588,7.46325
Italy,Nord-est,females,35,49,2009,4.743391,7.27998,1.0,4.817173,7.46325
Italy,Nord-ovest,females,35,49,2009,5.5475,7.27998,1.0,5.273977,7.46325
Italy,Centro (I),females,35,49,2010,7.345083,7.501971,1.0,8.246029,8.248507
Italy,Mezzogiorno,females,35,49,2010,12.093534,7.501971,1.0,13.233951,8.248507
Italy,Nord,females,35,49,2010,5.616763,7.501971,1.0,6.128054,8.248507
Italy,Nord-est,females,35,49,2010,5.238462,7.501971,1.0,5.785866,8.248507
Italy,Nord-ovest,females,35,49,2010,5.896806,7.501971,1.0,6.379443,8.248507
Italy,Centro (I),females,35,49,2011,7.514352,7.549811,1.0,7.313174,7.618647
Italy,Mezzogiorno,females,35,49,2011,12.94619,7.549811,1.0,13.157311,7.618647
Italy,Nord,females,35,49,2011,5.26032,7.549811,1.0,5.375548,7.618647
Italy,Nord-est,females,35,49,2011,4.545531,7.549811,1.0,5.38184,7.618647
Italy,Nord-ovest,females,35,49,2011,5.795594,7.549811,1.0,5.370912,7.618647
Italy,Centro (I),females,35,49,2012,9.426406,9.746957,1.0,10.350095,9.915785
Italy,Mezzogiorno,females,35,49,2012,15.662555,9.746957,1.0,15.956882,9.915785
Italy,Nord,females,35,49,2012,7.245687,9.746957,1.0,7.089953,9.915785
Italy,Nord-est,females,35,49,2012,6.163376,9.746957,1.0,5.242647,9.915785
Italy,Nord-ovest,females,35,49,2012,8.050487,9.746957,1.0,8.435546,9.915785
Italy,Centro (I),females,35,49,2013,10.825722,10.863024,1.0,11.678772,11.586168
Italy,Mezzogiorno,females,35,49,2013,17.553693,10.863024,1.0,17.612288,11.586168
Italy,Nord,females,35,49,2013,7.929009,10.863024,1.0,8.857356,11.586168
Italy,Nord-est,females,35,49,2013,7.820731,10.863024,1.0,8.627255,11.586168
Italy,Nord-ovest,females,35,49,2013,8.00812,10.863024,1.0,9.027918,11.586168
Italy,Centro (I),females,35,49,2014,11.582419,11.668745,1.0,11.460201,11.807085
Italy,Mezzogiorno,females,35,49,2014,19.857341,11.668745,1.0,19.03858,11.807085
Italy,Nord,females,35,49,2014,8.061417,11.668745,1.0,8.722995,11.807085
Italy,Nord-est,females,35,49,2014,7.701093,11.668745,1.0,8.382159,11.807085
Italy,Nord-ovest,females,35,49,2014,8.324362,11.668745,1.0,8.971597,11.807085
Italy,Centro (I),females,35,49,2015,10.332533,10.467932,1.0,11.449954,11.069557
Italy,Mezzogiorno,females,35,49,2015,17.3878,10.467932,1.0,17.297555,11.069557
Italy,Nord,females,35,49,2015,7.485237,10.467932,1.0,8.23829,11.069557
Italy,Nord-est,females,35,49,2015,7.078042,10.467932,1.0,7.895431,11.069557
Italy,Nord-ovest,females,35,49,2015,7.778645,10.467932,1.0,8.482685,11.069557
Italy,Centro (I),females,35,49,2016,10.062287,10.968255,1.0,9.77888,10.795426
Italy,Mezzogiorno,females,35,49,2016,19.690284,10.968255,1.0,19.054958,10.795426
Italy,Nord,females,35,49,2016,7.427617,10.968255,1.0,7.649072,10.795426
Italy,Nord-est,females,35,49,2016,6.614587,10.968255,1.0,7.291529,10.795426
Italy,Nord-ovest,females,35,49,2016,8.016628,10.968255,1.0,7.902647,10.795426
Italy,Centro (I),females,35,49,2017,9.962229,10.766897,1.0,11.999413,11.766636
Italy,Mezzogiorno,females,35,49,2017,19.37398,10.766897,1.0,20.794139,11.766636
Italy,Nord,females,35,49,2017,7.152635,10.766897,1.0,7.730457,11.766636
Italy,Nord-est,females,35,49,2017,6.392302,10.766897,1.0,6.721854,11.766636
Italy,Nord-ovest,females,35,49,2017,7.707164,10.766897,1.0,8.46604,11.766636
Italy,Centro (I),females,35,49,2018,9.914488,10.53435,1.0,11.84076,11.879796
Italy,Mezzogiorno,females,35,49,2018,19.120993,10.53435,1.0,22.197079,11.879796
Italy,Nord,females,35,49,2018,6.769732,10.53435,1.0,7.11715,11.879796
Italy,Nord-est,females,35,49,2018,6.437893,10.53435,1.0,6.340712,11.879796
Italy,Nord-ovest,females,35,49,2018,7.01588,10.53435,1.0,7.680315,11.879796
Italy,Centro (I),females,35,49,2019,9.642327,10.300963,1.0,9.745555,11.250865
Italy,Mezzogiorno,females,35,49,2019,18.504372,10.300963,1.0,20.434901,11.250865
Italy,Nord,females,35,49,2019,6.724418,10.300963,1.0,7.612336,11.250865
Italy,Nord-est,females,35,49,2019,6.097462,10.300963,1.0,7.014367,11.250865
Italy,Nord-ovest,females,35,49,2019,7.188163,10.300963,1.0,8.046358,11.250865
Italy,Centro (I),females,35,49,2020,8.891173,9.430164,1.0,9.69359,9.827263
Italy,Mezzogiorno,females,35,49,2020,17.364906,9.430164,1.0,18.205606,9.827263
Italy,Nord,females,35,49,2020,5.884905,9.430164,1.0,5.980048,9.827263
Italy,Nord-est,females,35,49,2020,5.745153,9.430164,1.0,6.1458,9.827263
Italy,Nord-ovest,females,35,49,2020,5.989409,9.430164,1.0,5.856768,9.827263
Italy,Centro (I),females,35,49,2021,9.091161,9.478742,1.0,9.648002,10.255834
Italy,Mezzogiorno,females,35,49,2021,17.13833,9.478742,1.0,17.894254,10.255834
Italy,Nord,females,35,49,2021,6.014015,9.478742,1.0,6.891302,10.255834
Italy,Nord-est,females,35,49,2021,5.276136,9.478742,1.0,6.308871,10.255834
Italy,Nord-ovest,females,35,49,2021,6.5619,9.478742,1.0,7.321055,10.255834
Italy,Centro (I),females,35,49,2022,7.539622,8.517968,1.0,7.862487,8.704104
Italy,Mezzogiorno,females,35,49,2022,15.563355,8.517968,1.0,15.199028,8.704104
Italy,Nord,females,35,49,2022,5.560875,8.517968,1.0,5.955161,8.704104
Italy,Nord-est,females,35,49,2022,5.321798,8.517968,1.0,5.634886,8.704104
Italy,Nord-ovest,females,35,49,2022,5.738342,8.517968,1.0,6.198101,8.704104
Italy,Centro (I),males,35,49,2004,2.616651,3.868591,1.0,3.113571,4.283283
Italy,Mezzogiorno,males,35,49,2004,7.579658,3.868591,1.0,8.297279,4.283283
Italy,Nord,males,35,49,2004,1.884995,3.868591,1.0,2.047149,4.283283
Italy,Nord-est,males,35,49,2004,1.785839,3.868591,1.0,1.982113,4.283283
Italy,Nord-ovest,males,35,49,2004,1.957024,3.868591,1.0,2.094486,4.283283
Italy,Centro (I),males,35,49,2005,3.06016,3.816028,1.0,3.650857,4.316241
Italy,Mezzogiorno,males,35,49,2005,7.053152,3.816028,1.0,7.760902,4.316241
Italy,Nord,males,35,49,2005,1.99945,3.816028,1.0,2.311445,4.316241
Italy,Nord-est,males,35,49,2005,2.036648,3.816028,1.0,2.270978,4.316241
Italy,Nord-ovest,males,35,49,2005,1.972383,3.816028,1.0,2.340794,4.316241
Italy,Centro (I),males,35,49,2006,2.809854,3.372211,1.0,2.898172,3.7435
Italy,Mezzogiorno,males,35,49,2006,6.172381,3.372211,1.0,7.004568,3.7435
Italy,Nord,males,35,49,2006,1.803971,3.372211,1.0,1.983053,3.7435
Italy,Nord-est,males,35,49,2006,1.731086,3.372211,1.0,1.501492,3.7435
Italy,Nord-ovest,males,35,49,2006,1.857145,3.372211,1.0,2.334619,3.7435
Italy,Centro (I),males,35,49,2007,2.555828,3.16222,1.0,2.632056,3.341859
Italy,Mezzogiorno,males,35,49,2007,5.675205,3.16222,1.0,5.607438,3.341859
Italy,Nord,males,35,49,2007,1.829219,3.16222,1.0,2.205804,3.341859
Italy,Nord-est,males,35,49,2007,1.582047,3.16222,1.0,1.915074,3.341859
Italy,Nord-ovest,males,35,49,2007,2.011137,3.16222,1.0,2.419154,3.341859
Italy,Centro (I),males,35,49,2008,3.551061,3.789649,1.0,2.839649,3.939818
Italy,Mezzogiorno,males,35,49,2008,6.858214,3.789649,1.0,7.179448,3.939818
Italy,Nord,males,35,49,2008,1.9962,3.789649,1.0,2.385657,3.939818
Italy,Nord-est,males,35,49,2008,1.623565,3.789649,1.0,1.89914,3.939818
Italy,Nord-ovest,males,35,49,2008,2.269519,3.789649,1.0,2.742469,3.939818
Italy,Centro (I),males,35,49,2009,4.202527,4.912281,1.0,3.924678,4.89259
Italy,Mezzogiorno,males,35,49,2009,8.045538,4.912281,1.0,8.618537,4.89259
Italy,Nord,males,35,49,2009,3.300879,4.912281,1.0,3.019732,4.89259
Italy,Nord-est,males,35,49,2009,3.113656,4.912281,1.0,3.054135,4.89259
Italy,Nord-ovest,males,35,49,2009,3.436926,4.912281,1.0,2.994666,4.89259
Italy,Centro (I),males,35,49,2010,5.081819,5.441327,1.0,5.428007,5.742017
Italy,Mezzogiorno,males,35,49,2010,8.584507,5.441327,1.0,8.692966,5.742017
Italy,Nord,males,35,49,2010,3.730554,5.441327,1.0,4.139891,5.742017
Italy,Nord-est,males,35,49,2010,3.257601,5.441327,1.0,3.720976,5.742017
Italy,Nord-ovest,males,35,49,2010,4.079027,5.441327,1.0,4.450004,5.742017
Italy,Centro (I),males,35,49,2011,4.453499,5.568144,1.0,4.540505,5.798971
Italy,Mezzogiorno,males,35,49,2011,9.219701,5.568144,1.0,9.60816,5.798971
Italy,Nord,males,35,49,2011,3.840991,5.568144,1.0,4.060053,5.798971
Italy,Nord-est,males,35,49,2011,3.001292,5.568144,1.0,3.291292,5.798971
Italy,Nord-ovest,males,35,49,2011,4.455166,5.568144,1.0,4.625728,5.798971
Italy,Centro (I),males,35,49,2012,5.669884,7.179599,1.0,5.730859,7.49639
Italy,Mezzogiorno,males,35,49,2012,12.141659,7.179599,1.0,13.050759,7.49639
Italy,Nord,males,35,49,2012,4.784856,7.179599,1.0,4.851415,7.49639
Italy,Nord-est,males,35,49,2012,4.364289,7.179599,1.0,4.263296,7.49639
Italy,Nord-ovest,males,35,49,2012,5.093092,7.179599,1.0,5.283164,7.49639
Italy,Centro (I),males,35,49,2013,7.559552,8.660447,1.0,7.044125,9.173919
Italy,Mezzogiorno,males,35,49,2013,14.35735,8.660447,1.0,15.535054,9.173919
Italy,Nord,males,35,49,2013,5.662779,8.660447,1.0,6.195252,9.173919
Italy,Nord-est,males,35,49,2013,5.18474,8.660447,1.0,6.26193,9.173919
Italy,Nord-ovest,males,35,49,2013,6.012616,8.660447,1.0,6.146839,9.173919
Italy,Centro (I),males,35,49,2014,8.143401,9.101401,1.0,9.317925,9.79918
Italy,Mezzogiorno,males,35,49,2014,15.132036,9.101401,1.0,15.988749,9.79918
Italy,Nord,males,35,49,2014,5.874401,9.101401,1.0,6.245757,9.79918
Italy,Nord-est,males,35,49,2014,5.107615,9.101401,1.0,5.863038,9.79918
Italy,Nord-ovest,males,35,49,2014,6.430366,9.101401,1.0,6.520924,9.79918
Italy,Centro (I),males,35,49,2015,7.984286,8.744216,1.0,9.05879,9.605274
Italy,Mezzogiorno,males,35,49,2015,14.706634,8.744216,1.0,16.373271,9.605274
Italy,Nord,males,35,49,2015,5.450681,8.744216,1.0,5.779078,9.605274
Italy,Nord-est,males,35,49,2015,4.92508,8.744216,1.0,4.917148,9.605274
Italy,Nord-ovest,males,35,49,2015,5.831452,8.744216,1.0,6.397022,9.605274
Italy,Centro (I),males,35,49,2016,7.750474,8.434898,1.0,8.380347,9.034619
Italy,Mezzogiorno,males,35,49,2016,14.321368,8.434898,1.0,14.959998,9.034619
Italy,Nord,males,35,49,2016,5.120588,8.434898,1.0,5.715284,9.034619
Italy,Nord-est,males,35,49,2016,4.84444,8.434898,1.0,5.629751,9.034619
Italy,Nord-ovest,males,35,49,2016,5.321304,8.434898,1.0,5.777729,9.034619
Italy,Centro (I),males,35,49,2017,6.895555,8.046604,1.0,6.796889,8.67691
Italy,Mezzogiorno,males,35,49,2017,14.894304,8.046604,1.0,16.054108,8.67691
Italy,Nord,males,35,49,2017,4.267734,8.046604,1.0,4.874032,8.67691
Italy,Nord-est,males,35,49,2017,3.687252,8.046604,1.0,3.929909,8.67691
Italy,Nord-ovest,males,35,49,2017,4.689599,8.046604,1.0,5.552,8.67691
Italy,Centro (I),males,35,49,2018,6.553152,7.502889,1.0,6.982068,8.653582
Italy,Mezzogiorno,males,35,49,2018,13.859873,7.502889,1.0,16.023122,8.653582
Italy,Nord,males,35,49,2018,3.974278,7.502889,1.0,4.776136,8.653582
Italy,Nord-est,males,35,49,2018,3.664235,7.502889,1.0,4.806499,8.653582
Italy,Nord-ovest,males,35,49,2018,4.199598,7.502889,1.0,4.754095,8.653582
Italy,Centro (I),males,35,49,2019,6.042454,7.271474,1.0,7.73881,8.111591
Italy,Mezzogiorno,males,35,49,2019,13.966142,7.271474,1.0,14.677052,8.111591
Italy,Nord,males,35,49,2019,3.636022,7.271474,1.0,4.264182,8.111591
Italy,Nord-est,males,35,49,2019,3.011325,7.271474,1.0,3.372637,8.111591
Italy,Nord-ovest,males,35,49,2019,4.091447,7.271474,1.0,4.90711,8.111591
Italy,Centro (I),males,35,49,2020,5.724565,6.712086,1.0,6.327308,6.52617
Italy,Mezzogiorno,males,35,49,2020,12.308997,6.712086,1.0,12.265487,6.52617
Italy,Nord,males,35,49,2020,3.667473,6.712086,1.0,3.131125,6.52617
Italy,Nord-est,males,35,49,2020,3.356218,6.712086,1.0,2.821041,6.52617
Italy,Nord-ovest,males,35,49,2020,3.896842,6.712086,1.0,3.357001,6.52617
Italy,Centro (I),males,35,49,2021,5.897756,6.654082,1.0,7.528011,7.749008
Italy,Mezzogiorno,males,35,49,2021,12.468839,6.654082,1.0,14.211701,7.749008
Italy,Nord,males,35,49,2021,3.322355,6.654082,1.0,3.889501,7.749008
Italy,Nord-est,males,35,49,2021,2.653041,6.654082,1.0,3.135974,7.749008
Italy,Nord-ovest,males,35,49,2021,3.809963,6.654082,1.0,4.439111,7.749008
Italy,Centro (I),males,35,49,2022,4.164083,5.754569,1.0,4.723327,6.499325
Italy,Mezzogiorno,males,35,49,2022,11.390601,5.754569,1.0,12.277178,6.499325
Italy,Nord,males,35,49,2022,2.876888,5.754569,1.0,3.683889,6.499325
Italy,Nord-est,males,35,49,2022,2.45403,5.754569,1.0,3.178529,6.499325
Italy,Nord-ovest,males,35,49,2022,3.183828,5.754569,1.0,4.04859,6.499325
Italy,Centro (I),females,50,74,2004,3.6581,4.350982,1.0,4.458807,5.376203
Italy,Mezzogiorno,females,50,74,2004,6.172566,4.350982,1.0,8.080661,5.376203
Italy,Nord,females,50,74,2004,3.612756,4.350982,1.0,4.255184,5.376203
Italy,Nord-est,females,50,74,2004,3.267176,4.350982,1.0,3.777532,5.376203
Italy,Nord-ovest,females,50,74,2004,3.859659,4.350982,1.0,4.615049,5.376203
Italy,Centro (I),females,50,74,2005,3.682206,3.972468,1.0,2.771305,4.204936
Italy,Mezzogiorno,females,50,74,2005,5.207327,3.972468,1.0,6.326331,4.204936
Italy,Nord,females,50,74,2005,3.403419,3.972468,1.0,3.660236,4.204936
Italy,Nord-est,females,50,74,2005,3.325496,3.972468,1.0,3.329843,4.204936
Italy,Nord-ovest,females,50,74,2005,3.459028,3.972468,1.0,3.891155,4.204936
Italy,Centro (I),females,50,74,2006,3.783764,3.498823,1.0,4.154925,4.186053
Italy,Mezzogiorno,females,50,74,2006,4.394226,3.498823,1.0,5.402127,4.186053
Italy,Nord,females,50,74,2006,2.883159,3.498823,1.0,3.543601,4.186053
Italy,Nord-est,females,50,74,2006,3.229033,3.498823,1.0,4.422276,4.186053
Italy,Nord-ovest,females,50,74,2006,2.638272,3.498823,1.0,2.922303,4.186053
Italy,Centro (I),females,50,74,2007,2.701829,2.690748,1.0,1.630089,2.278277
Italy,Mezzogiorno,females,50,74,2007,3.760182,2.690748,1.0,3.474279,2.278277
Italy,Nord,females,50,74,2007,2.108121,2.690748,1.0,1.926516,2.278277
Italy,Nord-est,females,50,74,2007,2.098273,2.690748,1.0,1.77886,2.278277
Italy,Nord-ovest,females,50,74,2007,2.115426,2.690748,1.0,2.036761,2.278277
Italy,Centro (I),females,50,74,2008,2.742307,3.426518,1.0,3.77464,3.898419
Italy,Mezzogiorno,females,50,74,2008,4.853028,3.426518,1.0,5.82219,3.898419
Italy,Nord,females,50,74,2008,2.994059,3.426518,1.0,2.968529,3.898419
Italy,Nord-est,females,50,74,2008,2.721567,3.426518,1.0,2.799235,3.898419
Italy,Nord-ovest,females,50,74,2008,3.203101,3.426518,1.0,3.10282,3.898419
Italy,Centro (I),females,50,74,2009,3.537133,3.689965,1.0,4.018237,3.927694
Italy,Mezzogiorno,females,50,74,2009,4.055056,3.689965,1.0,5.04128,3.927694
Italy,Nord,females,50,74,2009,3.57173,3.689965,1.0,3.306945,3.927694
Italy,Nord-est,females,50,74,2009,2.776572,3.689965,1.0,2.473379,3.927694
Italy,Nord-ovest,females,50,74,2009,4.15557,3.689965,1.0,3.932662,3.927694
Italy,Centro (I),females,50,74,2010,3.50136,3.796841,1.0,3.61897,4.240227
Italy,Mezzogiorno,females,50,74,2010,4.364576,3.796841,1.0,5.821679,4.240227
Italy,Nord,females,50,74,2010,3.635059,3.796841,1.0,3.731196,4.240227
Italy,Nord-est,females,50,74,2010,3.534446,3.796841,1.0,4.175715,4.240227
Italy,Nord-ovest,females,50,74,2010,3.70829,3.796841,1.0,3.405832,4.240227
Italy,Centro (I),females,50,74,2011,3.55509,3.808095,1.0,3.501974,3.829992
Italy,Mezzogiorno,females,50,74,2011,4.39783,3.808095,1.0,4.387714,3.829992
Italy,Nord,females,50,74,2011,3.62056,3.808095,1.0,3.693738,3.829992
Italy,Nord-est,females,50,74,2011,3.029273,3.808095,1.0,2.71961,3.829992
Italy,Nord-ovest,females,50,74,2011,4.056813,3.808095,1.0,4.409229,3.829992
Italy,Centro (I),females,50,74,2012,4.876931,5.303503,1.0,3.110299,4.853462
Italy,Mezzogiorno,females,50,74,2012,7.051407,5.303503,1.0,6.486092,4.853462
Italy,Nord,females,50,74,2012,4.613516,5.303503,1.0,4.80651,4.853462
Italy,Nord-est,females,50,74,2012,4.230887,5.303503,1.0,4.12144,4.853462
Italy,Nord-ovest,females,50,74,2012,4.90124,5.303503,1.0,5.320238,4.853462
Italy,Centro (I),females,50,74,2013,5.135951,5.55044,1.0,5.996344,6.270905
Italy,Mezzogiorno,females,50,74,2013,7.281652,5.55044,1.0,7.581701,6.270905
Italy,Nord,females,50,74,2013,4.912264,5.55044,1.0,5.747215,6.270905
Italy,Nord-est,females,50,74,2013,4.83898,5.55044,1.0,5.715476,6.270905
Italy,Nord-ovest,females,50,74,2013,4.965949,5.55044,1.0,5.770547,6.270905
Italy,Centro (I),females,50,74,2014,5.204856,5.959455,1.0,6.185891,6.420582
Italy,Mezzogiorno,females,50,74,2014,8.669591,5.959455,1.0,9.084846,6.420582
Italy,Nord,females,50,74,2014,5.019052,5.959455,1.0,5.255863,6.420582
Italy,Nord-est,females,50,74,2014,4.827556,5.959455,1.0,5.032275,6.420582
Italy,Nord-ovest,females,50,74,2014,5.158956,5.959455,1.0,5.419282,6.420582
Italy,Centro (I),females,50,74,2015,5.253502,5.567255,1.0,6.687297,6.294119
Italy,Mezzogiorno,females,50,74,2015,7.958758,5.567255,1.0,8.667982,6.294119
Italy,Nord,females,50,74,2015,4.565165,5.567255,1.0,4.99084,6.294119
Italy,Nord-est,females,50,74,2015,4.244173,5.567255,1.0,4.572096,6.294119
Italy,Nord-ovest,females,50,74,2015,4.80334,5.567255,1.0,5.299045,6.294119
Italy,Centro (I),females,50,74,2016,5.733345,5.784477,1.0,5.834615,5.956179
Italy,Mezzogiorno,females,50,74,2016,8.121154,5.784477,1.0,8.170266,5.956179
Italy,Nord,females,50,74,2016,4.689693,5.784477,1.0,4.969955,5.956179
Italy,Nord-est,females,50,74,2016,4.447128,5.784477,1.0,4.775112,5.956179
Italy,Nord-ovest,females,50,74,2016,4.870683,5.784477,1.0,5.112091,5.956179
Italy,Centro (I),females,50,74,2017,6.494694,6.182668,1.0,6.705242,6.332105
Italy,Mezzogiorno,females,50,74,2017,8.99245,6.182668,1.0,9.311583,6.332105
Italy,Nord,females,50,74,2017,4.714992,6.182668,1.0,4.747735,6.332105
Italy,Nord-est,females,50,74,2017,4.380613,6.182668,1.0,4.66534,6.332105
Italy,Nord-ovest,females,50,74,2017,4.963496,6.182668,1.0,4.80936,6.332105
Italy,Centro (I),females,50,74,2018,5.744899,5.977829,1.0,5.740631,6.128103
Italy,Mezzogiorno,females,50,74,2018,8.721298,5.977829,1.0,8.659421,6.128103
Italy,Nord,females,50,74,2018,4.790318,5.977829,1.0,5.089797,6.128103
Italy,Nord-est,females,50,74,2018,4.498147,5.977829,1.0,4.455668,6.128103
Italy,Nord-ovest,females,50,74,2018,5.010458,5.977829,1.0,5.582938,6.128103
Italy,Centro (I),females,50,74,2019,4.952629,5.776517,1.0,5.0685,6.034775
Italy,Mezzogiorno,females,50,74,2019,8.740948,5.776517,1.0,8.576965,6.034775
Italy,Nord,females,50,74,2019,4.753508,5.776517,1.0,5.288875,6.034775
Italy,Nord-est,females,50,74,2019,4.109797,5.776517,1.0,4.543449,6.034775
Italy,Nord-ovest,females,50,74,2019,5.242453,5.776517,1.0,5.860651,6.034775
Italy,Centro (I),females,50,74,2020,4.752365,5.619488,1.0,5.43025,5.623073
Italy,Mezzogiorno,females,50,74,2020,8.803142,5.619488,1.0,8.266428,5.623073
Italy,Nord,females,50,74,2020,4.558679,5.619488,1.0,4.518377,5.623073
Italy,Nord-est,females,50,74,2020,4.488144,5.619488,1.0,4.13065,5.623073
Italy,Nord-ovest,females,50,74,2020,4.611996,5.619488,1.0,4.813045,5.623073
Italy,Centro (I),females,50,74,2021,5.833679,6.204735,1.0,6.545716,6.490157
Italy,Mezzogiorno,females,50,74,2021,9.134028,6.204735,1.0,9.123168,6.490157
Italy,Nord,females,50,74,2021,5.043356,6.204735,1.0,5.258007,6.490157
Italy,Nord-est,females,50,74,2021,4.889438,6.204735,1.0,4.318016,6.490157
Italy,Nord-ovest,females,50,74,2021,5.157138,6.204735,1.0,5.919677,6.490157
Italy,Centro (I),females,50,74,2022,5.524467,5.612994,1.0,5.734617,5.958286
Italy,Mezzogiorno,females,50,74,2022,8.618284,5.612994,1.0,8.233327,5.958286
Italy,Nord,females,50,74,2022,4.305947,5.612994,1.0,5.058541,5.958286
Italy,Nord-est,females,50,74,2022,3.886591,5.612994,1.0,4.265653,5.958286
Italy,Nord-ovest,females,50,74,2022,4.625724,5.612994,1.0,5.668563,5.958286
Italy,Centro (I),males,50,74,2004,3.687704,3.657916,1.0,4.509287,4.004764
Italy,Mezzogiorno,males,50,74,2004,5.51696,3.657916,1.0,5.910508,4.004764
Italy,Nord,males,50,74,2004,2.271607,3.657916,1.0,2.424497,4.004764
Italy,Nord-est,males,50,74,2004,1.682109,3.657916,1.0,1.752607,4.004764
