Country,Gender_ID,Gender,Time_Period,NationalUNEM_R,Lower_Age,Upper_Age,Province,RegionalUNEM_R
Italy,1,males,2015-Q4,39.187959,15,24,Centro (I),38.233316
Italy,1,males,2015-Q4,39.187959,15,24,Mezzogiorno,52.471608
Italy,1,males,2015-Q3,33.990461,15,24,Nord,23.443017
Italy,1,males,2015-Q3,33.990461,15,24,Nord-ovest,25.866782
Italy,1,males,2015-Q3,33.990461,15,24,Nord-est,20.413877
Italy,1,males,2015-Q3,33.990461,15,24,Centro (I),32.347941
Italy,1,males,2015-Q3,33.990461,15,24,Mezzogiorno,47.824176
Italy,1,males,2016-Q2,34.978873,15,24,Nord,23.727373
Italy,1,males,2016-Q2,34.978873,15,24,Nord-ovest,26.925261
Italy,1,males,2016-Q2,34.978873,15,24,Nord-est,19.49771
Italy,1,males,2016-Q2,34.978873,15,24,Centro (I),32.849141
Italy,1,males,2016-Q2,34.978873,15,24,Mezzogiorno,48.030648
Italy,1,males,2016-Q1,39.796373,15,24,Nord,27.733043
Italy,1,males,2016-Q1,39.796373,15,24,Nord-ovest,33.47511
Italy,1,males,2016-Q1,39.796373,15,24,Nord-est,20.235878
Italy,1,males,2016-Q1,39.796373,15,24,Centro (I),36.924948
Italy,1,males,2016-Q1,39.796373,15,24,Mezzogiorno,53.62836
Italy,1,males,2016-Q4,38.42797,15,24,Nord,25.748423
Italy,1,males,2016-Q4,38.42797,15,24,Nord-ovest,29.804497
Italy,1,males,2016-Q4,38.42797,15,24,Nord-est,20.300645
Italy,1,males,2016-Q4,38.42797,15,24,Centro (I),36.8411
Italy,1,males,2016-Q4,38.42797,15,24,Mezzogiorno,54.555949
Italy,1,males,2016-Q3,32.094183,15,24,Nord,19.444705
Italy,1,males,2016-Q3,32.094183,15,24,Nord-ovest,22.540005
Italy,1,males,2016-Q3,32.094183,15,24,Nord-est,15.52541
Italy,1,males,2016-Q3,32.094183,15,24,Centro (I),32.699137
Italy,1,males,2016-Q3,32.094183,15,24,Mezzogiorno,46.866506
Italy,1,males,2017-Q1,35.729235,15,24,Nord,21.650718
Italy,1,males,2017-Q1,35.729235,15,24,Nord-ovest,25.268003
Italy,1,males,2017-Q1,35.729235,15,24,Nord-est,16.917727
Italy,1,males,2017-Q1,35.729235,15,24,Centro (I),31.765503
Italy,1,males,2017-Q1,35.729235,15,24,Mezzogiorno,54.386158
Italy,1,males,2017-Q2,33.043649,15,24,Nord,19.094893
Italy,1,males,2017-Q2,33.043649,15,24,Nord-ovest,22.67807
Italy,1,males,2017-Q2,33.043649,15,24,Nord-est,14.526646
Italy,1,males,2017-Q2,33.043649,15,24,Centro (I),30.96851
Italy,1,males,2017-Q2,33.043649,15,24,Mezzogiorno,50.090636
Italy,1,males,2017-Q4,32.47278,15,24,Nord,20.736793
Italy,1,males,2017-Q4,32.47278,15,24,Nord-ovest,22.358854
Italy,1,males,2017-Q4,32.47278,15,24,Nord-est,18.724554
Italy,1,males,2017-Q4,32.47278,15,24,Centro (I),32.127598
Italy,1,males,2017-Q4,32.47278,15,24,Mezzogiorno,47.988975
Italy,1,males,2017-Q3,30.346046,15,24,Nord,17.456778
Italy,1,males,2017-Q3,30.346046,15,24,Nord-ovest,20.324226
Italy,1,males,2017-Q3,30.346046,15,24,Nord-est,13.917454
Italy,1,males,2017-Q3,30.346046,15,24,Centro (I),30.530094
Italy,1,males,2017-Q3,30.346046,15,24,Mezzogiorno,45.60752
Italy,1,males,2018-Q2,29.887536,15,24,Nord,18.264427
Italy,1,males,2018-Q2,29.887536,15,24,Nord-ovest,21.182871
Italy,1,males,2018-Q2,29.887536,15,24,Nord-est,14.118366
Italy,1,males,2018-Q2,29.887536,15,24,Centro (I),31.778254
Italy,1,males,2018-Q2,29.887536,15,24,Mezzogiorno,45.294059
Italy,1,males,2018-Q1,31.274404,15,24,Nord,18.849363
Italy,1,males,2018-Q1,31.274404,15,24,Nord-ovest,20.346572
Italy,1,males,2018-Q1,31.274404,15,24,Nord-est,16.580495
Italy,1,males,2018-Q1,31.274404,15,24,Centro (I),28.721568
Italy,1,males,2018-Q1,31.274404,15,24,Mezzogiorno,50.05789
Italy,1,males,2018-Q4,31.747982,15,24,Nord,23.224717
Italy,1,males,2018-Q4,31.747982,15,24,Nord-ovest,27.362023
Italy,1,males,2018-Q4,31.747982,15,24,Nord-est,17.422455
Italy,1,males,2018-Q4,31.747982,15,24,Centro (I),27.473259
Italy,1,males,2018-Q4,31.747982,15,24,Mezzogiorno,46.976615
Italy,1,males,2018-Q3,28.623279,15,24,Nord,20.567007
Italy,1,males,2018-Q3,28.623279,15,24,Nord-ovest,24.976989
Italy,1,males,2018-Q3,28.623279,15,24,Nord-est,14.526548
Italy,1,males,2018-Q3,28.623279,15,24,Centro (I),24.788532
Italy,1,males,2018-Q3,28.623279,15,24,Mezzogiorno,41.60257
Italy,1,males,2019-Q1,31.468979,15,24,Nord,18.638104
Italy,1,males,2019-Q1,31.468979,15,24,Nord-ovest,21.493947
Italy,1,males,2019-Q1,31.468979,15,24,Nord-est,14.666336
Italy,1,males,2019-Q1,31.468979,15,24,Centro (I),26.181758
Italy,1,males,2019-Q1,31.468979,15,24,Mezzogiorno,52.789583
Italy,1,males,2019-Q2,26.553823,15,24,Nord,14.517499
Italy,1,males,2019-Q2,26.553823,15,24,Nord-ovest,15.082633
Italy,1,males,2019-Q2,26.553823,15,24,Nord-est,13.808513
Italy,1,males,2019-Q2,26.553823,15,24,Centro (I),25.950629
Italy,1,males,2019-Q2,26.553823,15,24,Mezzogiorno,44.436512
Italy,1,males,2019-Q4,27.112923,15,24,Nord,18.241839
Italy,1,males,2019-Q4,27.112923,15,24,Nord-ovest,19.111302
Italy,1,males,2019-Q4,27.112923,15,24,Nord-est,17.208422
Italy,1,males,2019-Q4,27.112923,15,24,Centro (I),25.855262
Italy,1,males,2019-Q4,27.112923,15,24,Mezzogiorno,40.762014
Italy,1,males,2019-Q3,26.058097,15,24,Nord,16.815612
Italy,1,males,2019-Q3,26.058097,15,24,Nord-ovest,17.360604
Italy,1,males,2019-Q3,26.058097,15,24,Nord-est,16.113857
Italy,1,males,2019-Q3,26.058097,15,24,Centro (I),24.637356
Italy,1,males,2019-Q3,26.058097,15,24,Mezzogiorno,38.99352
Italy,1,males,2020-Q2,22.555219,15,24,Nord,12.523796
Italy,1,males,2020-Q2,22.555219,15,24,Nord-ovest,13.439345
Italy,1,males,2020-Q2,22.555219,15,24,Nord-est,11.453185
Italy,1,males,2020-Q2,22.555219,15,24,Centro (I),20.66736
Italy,1,males,2020-Q2,22.555219,15,24,Mezzogiorno,39.351679
Italy,1,males,2020-Q1,28.49492,15,24,Nord,15.760664
Italy,1,males,2020-Q1,28.49492,15,24,Nord-ovest,19.715994
Italy,1,males,2020-Q1,28.49492,15,24,Nord-est,10.785696
Italy,1,males,2020-Q1,28.49492,15,24,Centro (I),27.256785
Italy,1,males,2020-Q1,28.49492,15,24,Mezzogiorno,47.554394
Italy,1,males,2020-Q3,30.432548,15,24,Nord,21.833085
Italy,1,males,2020-Q3,30.432548,15,24,Nord-ovest,23.243657
Italy,1,males,2020-Q3,30.432548,15,24,Nord-est,20.192134
Italy,1,males,2020-Q3,30.432548,15,24,Centro (I),36.636805
Italy,1,males,2020-Q3,30.432548,15,24,Mezzogiorno,39.879426
Italy,1,males,2020-Q4,31.103726,15,24,Nord,21.30345
Italy,1,males,2020-Q4,31.103726,15,24,Nord-ovest,22.974053
Italy,1,males,2020-Q4,31.103726,15,24,Nord-est,19.284128
Italy,1,males,2020-Q4,31.103726,15,24,Centro (I),36.766025
Italy,1,males,2020-Q4,31.103726,15,24,Mezzogiorno,41.410829
Italy,1,males,2021-Q1,32.298575,15,24,Nord,22.723349
Italy,1,males,2021-Q1,32.298575,15,24,Nord-ovest,25.568213
Italy,1,males,2021-Q1,32.298575,15,24,Nord-est,19.256106
Italy,1,males,2021-Q1,32.298575,15,24,Centro (I),35.650547
Italy,1,males,2021-Q1,32.298575,15,24,Mezzogiorno,43.500883
Italy,1,males,2021-Q2,27.377538,15,24,Nord,17.660776
Italy,1,males,2021-Q2,27.377538,15,24,Nord-ovest,20.746999
Italy,1,males,2021-Q2,27.377538,15,24,Nord-est,13.225875
Italy,1,males,2021-Q2,27.377538,15,24,Centro (I),22.946127
Italy,1,males,2021-Q2,27.377538,15,24,Mezzogiorno,43.279939
Italy,1,males,2021-Q3,23.814185,15,24,Nord,16.003741
Italy,1,males,2021-Q3,23.814185,15,24,Nord-ovest,18.287209
Italy,1,males,2021-Q3,23.814185,15,24,Nord-est,12.953268
Italy,1,males,2021-Q3,23.814185,15,24,Centro (I),26.939076
Italy,1,males,2021-Q3,23.814185,15,24,Mezzogiorno,34.042874
Italy,1,males,2021-Q4,27.374103,15,24,Nord,19.288542
Italy,1,males,2021-Q4,27.374103,15,24,Nord-ovest,20.328956
Italy,1,males,2021-Q4,27.374103,15,24,Nord-est,17.945455
Italy,1,males,2021-Q4,27.374103,15,24,Centro (I),32.298465
Italy,1,males,2021-Q4,27.374103,15,24,Mezzogiorno,36.831867
Italy,1,males,2022-Q1,23.944243,15,24,Nord,16.044092
Italy,1,males,2022-Q1,23.944243,15,24,Nord-ovest,16.894463
Italy,1,males,2022-Q1,23.944243,15,24,Nord-est,14.975136
Italy,1,males,2022-Q1,23.944243,15,24,Centro (I),25.709288
Italy,1,males,2022-Q1,23.944243,15,24,Mezzogiorno,35.551434
Italy,1,males,2022-Q2,21.904049,15,24,Nord,14.864514
Italy,1,males,2022-Q2,21.904049,15,24,Nord-ovest,15.715759
Italy,1,males,2022-Q2,21.904049,15,24,Nord-est,13.663666
Italy,1,males,2022-Q2,21.904049,15,24,Centro (I),21.058699
Italy,1,males,2022-Q2,21.904049,15,24,Mezzogiorno,33.75986
Italy,1,males,2022-Q3,21.045273,15,24,Nord,15.329657
Italy,1,males,2022-Q3,21.045273,15,24,Nord-ovest,18.766663
Italy,1,males,2022-Q3,21.045273,15,24,Nord-est,11.02243
Italy,1,males,2022-Q3,21.045273,15,24,Centro (I),15.816235
Italy,1,males,2022-Q3,21.045273,15,24,Mezzogiorno,34.128468
Italy,1,males,2022-Q4,22.409624,15,24,Nord,15.238868
Italy,1,males,2022-Q4,22.409624,15,24,Nord-ovest,18.116712
Italy,1,males,2022-Q4,22.409624,15,24,Nord-est,11.738066
Italy,1,males,2022-Q4,22.409624,15,24,Centro (I),22.917069
Italy,1,males,2022-Q4,22.409624,15,24,Mezzogiorno,33.223008
Italy,2,females,2011-Q1,32.915688,15,24,Nord,25.513046
Italy,2,females,2011-Q1,32.915688,15,24,Nord-ovest,28.67684
Italy,2,females,2011-Q1,32.915688,15,24,Nord-est,21.691558
Italy,2,females,2011-Q1,32.915688,15,24,Centro (I),30.035536
Italy,2,females,2011-Q1,32.915688,15,24,Mezzogiorno,46.02879
Italy,2,females,2011-Q2,32.685499,15,24,Nord,23.03466
Italy,2,females,2011-Q2,32.685499,15,24,Nord-ovest,26.961046
Italy,2,females,2011-Q2,32.685499,15,24,Nord-est,18.374803
Italy,2,females,2011-Q2,32.685499,15,24,Centro (I),31.84807
Italy,2,females,2011-Q2,32.685499,15,24,Mezzogiorno,46.109812
Italy,2,females,2011-Q4,34.441051,15,24,Nord,24.421839
Italy,2,females,2011-Q4,34.441051,15,24,Nord-ovest,24.31457
Italy,2,females,2011-Q4,34.441051,15,24,Nord-est,24.560908
Italy,2,females,2011-Q4,34.441051,15,24,Centro (I),35.317367
Italy,2,females,2011-Q4,34.441051,15,24,Mezzogiorno,49.386484
Italy,2,females,2011-Q3,28.340963,15,24,Nord,20.120592
Italy,2,females,2011-Q3,28.340963,15,24,Nord-ovest,20.861865
Italy,2,females,2011-Q3,28.340963,15,24,Nord-est,19.239128
Italy,2,females,2011-Q3,28.340963,15,24,Centro (I),29.710759
Italy,2,females,2011-Q3,28.340963,15,24,Mezzogiorno,39.618394
Italy,2,females,2012-Q2,35.626684,15,24,Nord,25.602169
Italy,2,females,2012-Q2,35.626684,15,24,Nord-ovest,28.407091
Italy,2,females,2012-Q2,35.626684,15,24,Nord-est,22.013054
Italy,2,females,2012-Q2,35.626684,15,24,Centro (I),34.892337
Italy,2,females,2012-Q2,35.626684,15,24,Mezzogiorno,49.947643
Italy,2,females,2012-Q1,39.095754,15,24,Nord,29.207739
Italy,2,females,2012-Q1,39.095754,15,24,Nord-ovest,30.733884
Italy,2,females,2012-Q1,39.095754,15,24,Nord-est,27.110514
Italy,2,females,2012-Q1,39.095754,15,24,Centro (I),41.473313
Italy,2,females,2012-Q1,39.095754,15,24,Mezzogiorno,51.946809
Italy,2,females,2012-Q4,41.372152,15,24,Nord,29.398582
Italy,2,females,2012-Q4,41.372152,15,24,Nord-ovest,29.201169
Italy,2,females,2012-Q4,41.372152,15,24,Nord-est,29.695534
Italy,2,females,2012-Q4,41.372152,15,24,Centro (I),42.415322
Italy,2,females,2012-Q4,41.372152,15,24,Mezzogiorno,56.162752
Italy,2,females,2012-Q3,33.97816,15,24,Nord,25.601949
Italy,2,females,2012-Q3,33.97816,15,24,Nord-ovest,26.339675
Italy,2,females,2012-Q3,33.97816,15,24,Nord-est,24.525907
Italy,2,females,2012-Q3,33.97816,15,24,Centro (I),35.836757
Italy,2,females,2012-Q3,33.97816,15,24,Mezzogiorno,44.928981
Italy,2,females,2013-Q1,42.606933,15,24,Nord,32.852744
Italy,2,females,2013-Q1,42.606933,15,24,Nord-ovest,33.2229
Italy,2,females,2013-Q1,42.606933,15,24,Nord-est,32.316432
Italy,2,females,2013-Q1,42.606933,15,24,Centro (I),45.751345
Italy,2,females,2013-Q1,42.606933,15,24,Mezzogiorno,53.977295
Italy,2,females,2013-Q2,37.134154,15,24,Nord,26.445128
Italy,2,females,2013-Q2,37.134154,15,24,Nord-ovest,27.085723
Italy,2,females,2013-Q2,37.134154,15,24,Nord-est,25.61597
Italy,2,females,2013-Q2,37.134154,15,24,Centro (I),37.024217
Italy,2,females,2013-Q2,37.134154,15,24,Mezzogiorno,51.895656
Italy,2,females,2013-Q4,47.806955,15,24,Nord,37.023422
Italy,2,females,2013-Q4,47.806955,15,24,Nord-ovest,37.918401
Italy,2,females,2013-Q4,47.806955,15,24,Nord-est,35.820033
Italy,2,females,2013-Q4,47.806955,15,24,Centro (I),46.453688
Italy,2,females,2013-Q4,47.806955,15,24,Mezzogiorno,62.887381
Italy,2,females,2013-Q3,37.737145,15,24,Nord,27.822877
Italy,2,females,2013-Q3,37.737145,15,24,Nord-ovest,28.817124
Italy,2,females,2013-Q3,37.737145,15,24,Nord-est,26.487231
Italy,2,females,2013-Q3,37.737145,15,24,Centro (I),37.39802
Italy,2,females,2013-Q3,37.737145,15,24,Mezzogiorno,51.976965
Italy,2,females,2014-Q2,41.464417,15,24,Nord,27.907953
Italy,2,females,2014-Q2,41.464417,15,24,Nord-ovest,28.625129
Italy,2,females,2014-Q2,41.464417,15,24,Nord-est,26.925495
Italy,2,females,2014-Q2,41.464417,15,24,Centro (I),43.920813
Italy,2,females,2014-Q2,41.464417,15,24,Mezzogiorno,58.146773
Italy,2,females,2014-Q1,48.447521,15,24,Nord,37.580089
Italy,2,females,2014-Q1,48.447521,15,24,Nord-ovest,37.426028
Italy,2,females,2014-Q1,48.447521,15,24,Nord-est,37.793114
Italy,2,females,2014-Q1,48.447521,15,24,Centro (I),46.713758
Italy,2,females,2014-Q1,48.447521,15,24,Mezzogiorno,63.792618
Italy,2,females,2014-Q4,47.429124,15,24,Nord,37.341698
Italy,2,females,2014-Q4,47.429124,15,24,Nord-ovest,40.20626
Italy,2,females,2014-Q4,47.429124,15,24,Nord-est,33.55288
Italy,2,females,2014-Q4,47.429124,15,24,Centro (I),45.063519
Italy,2,females,2014-Q4,47.429124,15,24,Mezzogiorno,62.982408
Italy,2,females,2014-Q3,41.019174,15,24,Nord,29.588584
Italy,2,females,2014-Q3,41.019174,15,24,Nord-ovest,29.751821
Italy,2,females,2014-Q3,41.019174,15,24,Nord-est,29.351039
Italy,2,females,2014-Q3,41.019174,15,24,Centro (I),43.092174
Italy,2,females,2014-Q3,41.019174,15,24,Mezzogiorno,55.579338
Italy,2,females,2015-Q1,48.899018,15,24,Nord,38.533406
Italy,2,females,2015-Q1,48.899018,15,24,Nord-ovest,38.254304
Italy,2,females,2015-Q1,48.899018,15,24,Nord-est,38.907286
Italy,2,females,2015-Q1,48.899018,15,24,Centro (I),45.946513
Italy,2,females,2015-Q1,48.899018,15,24,Mezzogiorno,64.88562
Italy,2,females,2015-Q2,42.972541,15,24,Nord,30.26053
Italy,2,females,2015-Q2,42.972541,15,24,Nord-ovest,29.646657
Italy,2,females,2015-Q2,42.972541,15,24,Nord-est,31.117546
Italy,2,females,2015-Q2,42.972541,15,24,Centro (I),41.79688
Italy,2,females,2015-Q2,42.972541,15,24,Mezzogiorno,59.905091
Italy,2,females,2015-Q4,41.137476,15,24,Nord,31.938231
Italy,2,females,2015-Q4,41.137476,15,24,Nord-ovest,32.655413
Italy,2,females,2015-Q4,41.137476,15,24,Nord-est,30.957437
Italy,2,females,2015-Q4,41.137476,15,24,Centro (I),34.879275
Italy,2,females,2015-Q4,41.137476,15,24,Mezzogiorno,57.537567
Italy,2,females,2015-Q3,37.19127,15,24,Nord,28.409317
Italy,2,females,2015-Q3,37.19127,15,24,Nord-ovest,30.104788
Italy,2,females,2015-Q3,37.19127,15,24,Nord-est,26.211757
Italy,2,females,2015-Q3,37.19127,15,24,Centro (I),32.551427
Italy,2,females,2015-Q3,37.19127,15,24,Mezzogiorno,52.147462
Italy,2,females,2016-Q2,36.092094,15,24,Nord,24.609194
Italy,2,females,2016-Q2,36.092094,15,24,Nord-ovest,26.90138
Italy,2,females,2016-Q2,36.092094,15,24,Nord-est,21.634083
Italy,2,females,2016-Q2,36.092094,15,24,Centro (I),36.318384
Italy,2,females,2016-Q2,36.092094,15,24,Mezzogiorno,51.971669
Italy,2,females,2016-Q1,40.954688,15,24,Nord,30.682152
Italy,2,females,2016-Q1,40.954688,15,24,Nord-ovest,32.880452
Italy,2,females,2016-Q1,40.954688,15,24,Nord-est,27.776969
Italy,2,females,2016-Q1,40.954688,15,24,Centro (I),36.989042
Italy,2,females,2016-Q1,40.954688,15,24,Mezzogiorno,56.817544
Italy,2,females,2016-Q4,43.734891,15,24,Nord,31.244343
Italy,2,females,2016-Q4,43.734891,15,24,Nord-ovest,34.900368
Italy,2,females,2016-Q4,43.734891,15,24,Nord-est,26.400134
Italy,2,females,2016-Q4,43.734891,15,24,Centro (I),40.556647
Italy,2,females,2016-Q4,43.734891,15,24,Mezzogiorno,62.135243
Italy,2,females,2016-Q3,37.559649,15,24,Nord,27.8054
Italy,2,females,2016-Q3,37.559649,15,24,Nord-ovest,28.73393
Italy,2,females,2016-Q3,37.559649,15,24,Nord-est,26.628393
Italy,2,females,2016-Q3,37.559649,15,24,Centro (I),34.952251
Italy,2,females,2016-Q3,37.559649,15,24,Mezzogiorno,52.307632
Italy,2,females,2017-Q1,39.362127,15,24,Nord,27.971406
Italy,2,females,2017-Q1,39.362127,15,24,Nord-ovest,30.747941
Italy,2,females,2017-Q1,39.362127,15,24,Nord-est,24.77921
Italy,2,females,2017-Q1,39.362127,15,24,Centro (I),34.097894
Italy,2,females,2017-Q1,39.362127,15,24,Mezzogiorno,59.053556
Italy,2,females,2017-Q2,35.549804,15,24,Nord,23.737598
Italy,2,females,2017-Q2,35.549804,15,24,Nord-ovest,25.128225
Italy,2,females,2017-Q2,35.549804,15,24,Nord-est,21.883854
Italy,2,females,2017-Q2,35.549804,15,24,Centro (I),31.115205
Italy,2,females,2017-Q2,35.549804,15,24,Mezzogiorno,55.40366
Italy,2,females,2017-Q4,38.813471,15,24,Nord,25.482432
Italy,2,females,2017-Q4,38.813471,15,24,Nord-ovest,27.350188
Italy,2,females,2017-Q4,38.813471,15,24,Nord-est,23.195908
Italy,2,females,2017-Q4,38.813471,15,24,Centro (I),39.091398
Italy,2,females,2017-Q4,38.813471,15,24,Mezzogiorno,58.413615
Italy,2,females,2017-Q3,35.077595,15,24,Nord,24.415014
Italy,2,females,2017-Q3,35.077595,15,24,Nord-ovest,26.343921
Italy,2,females,2017-Q3,35.077595,15,24,Nord-est,22.125011
Italy,2,females,2017-Q3,35.077595,15,24,Centro (I),31.917556
Italy,2,females,2017-Q3,35.077595,15,24,Mezzogiorno,52.481559
Italy,2,females,2018-Q2,34.095514,15,24,Nord,23.686625
Italy,2,females,2018-Q2,34.095514,15,24,Nord-ovest,25.17149
Italy,2,females,2018-Q2,34.095514,15,24,Nord-est,21.694081
Italy,2,females,2018-Q2,34.095514,15,24,Centro (I),27.897264
Italy,2,females,2018-Q2,34.095514,15,24,Mezzogiorno,52.889447
Italy,2,females,2018-Q1,37.36902,15,24,Nord,26.975053
Italy,2,females,2018-Q1,37.36902,15,24,Nord-ovest,26.1867
Italy,2,females,2018-Q1,37.36902,15,24,Nord-est,28.043502
Italy,2,females,2018-Q1,37.36902,15,24,Centro (I),35.028116
