Country,Gender_ID,Gender,Time_Period,NationalUNEM_R,Lower_Age,Upper_Age,Province,RegionalUNEM_R
Italy,1,males,2021-Q4,8.678929,15,64,Liguria,8.36419
Italy,1,males,2021-Q4,8.678929,15,64,Lombardia,5.110429
Italy,1,males,2021-Q4,8.678929,15,64,Nord-est,4.750976
Italy,1,males,2021-Q4,8.678929,15,64,Trentino Alto Adige / Südtirol,2.322396
Italy,1,males,2021-Q4,8.678929,15,64,Provincia Autonoma Bolzano / Bozen,2.206709
Italy,1,males,2021-Q4,8.678929,15,64,Provincia Autonoma Trento,2.446141
Italy,1,males,2021-Q4,8.678929,15,64,Veneto,5.313415
Italy,1,males,2021-Q4,8.678929,15,64,Friuli-Venezia Giulia,4.552582
Italy,1,males,2021-Q4,8.678929,15,64,Emilia-Romagna,4.784826
Italy,1,males,2021-Q4,8.678929,15,64,Centro (I),7.71739
Italy,1,males,2021-Q4,8.678929,15,64,Toscana,6.096958
Italy,1,males,2021-Q4,8.678929,15,64,Marche,4.982412
Italy,1,males,2021-Q4,8.678929,15,64,Umbria,4.90125
Italy,1,males,2021-Q4,8.678929,15,64,Puglia,12.225572
Italy,1,males,2021-Q4,8.678929,15,64,Campania,19.158648
Italy,1,males,2021-Q4,8.678929,15,64,Abruzzo,6.895192
Italy,1,males,2021-Q4,8.678929,15,64,Calabria,18.684477
Italy,1,males,2021-Q4,8.678929,15,64,Basilicata,7.604547
Italy,1,males,2021-Q4,8.678929,15,64,Molise,9.933694
Italy,1,males,2021-Q4,8.678929,15,64,Sardegna,12.038087
Italy,1,males,2021-Q4,8.678929,15,64,Mezzogiorno,14.905123
Italy,1,males,2021-Q4,8.678929,15,64,Lazio,9.895568
Italy,1,males,2021-Q4,8.678929,15,64,Sicilia,15.401609
Italy,1,males,2022-Q1,8.104363,15,64,Nord,5.014688
Italy,1,males,2022-Q1,8.104363,15,64,Nord-ovest,5.372086
Italy,1,males,2022-Q1,8.104363,15,64,Piemonte,6.795173
Italy,1,males,2022-Q1,8.104363,15,64,Valle d'Aosta / Vallée d'Aoste,6.760204
Italy,1,males,2022-Q1,8.104363,15,64,Liguria,7.59339
Italy,1,males,2022-Q1,8.104363,15,64,Lombardia,4.472635
Italy,1,males,2022-Q1,8.104363,15,64,Nord-est,4.530383
Italy,1,males,2022-Q1,8.104363,15,64,Trentino Alto Adige / Südtirol,2.983001
Italy,1,males,2022-Q1,8.104363,15,64,Provincia Autonoma Bolzano / Bozen,2.229019
Italy,1,males,2022-Q1,8.104363,15,64,Provincia Autonoma Trento,3.785843
Italy,1,males,2022-Q1,8.104363,15,64,Veneto,4.398791
Italy,1,males,2022-Q1,8.104363,15,64,Friuli-Venezia Giulia,4.708803
Italy,1,males,2022-Q1,8.104363,15,64,Emilia-Romagna,5.012412
Italy,1,males,2022-Q1,8.104363,15,64,Centro (I),6.430423
Italy,1,males,2022-Q1,8.104363,15,64,Toscana,5.934296
Italy,1,males,2022-Q1,8.104363,15,64,Marche,6.296565
Italy,1,males,2022-Q1,8.104363,15,64,Umbria,5.355775
Italy,1,males,2022-Q1,8.104363,15,64,Puglia,11.616702
Italy,1,males,2022-Q1,8.104363,15,64,Campania,16.947807
Italy,1,males,2022-Q1,8.104363,15,64,Abruzzo,6.62457
Italy,1,males,2022-Q1,8.104363,15,64,Calabria,14.182672
Italy,1,males,2022-Q1,8.104363,15,64,Basilicata,7.176248
Italy,1,males,2022-Q1,8.104363,15,64,Molise,10.737375
Italy,1,males,2022-Q1,8.104363,15,64,Sardegna,10.906528
Italy,1,males,2022-Q1,8.104363,15,64,Mezzogiorno,14.146403
Italy,1,males,2022-Q1,8.104363,15,64,Lazio,6.946809
Italy,1,males,2022-Q1,8.104363,15,64,Sicilia,17.412818
Italy,1,males,2022-Q2,7.092521,15,64,Nord,4.076267
Italy,1,males,2022-Q2,7.092521,15,64,Nord-ovest,4.664503
Italy,1,males,2022-Q2,7.092521,15,64,Piemonte,6.044512
Italy,1,males,2022-Q2,7.092521,15,64,Valle d'Aosta / Vallée d'Aoste,4.802997
Italy,1,males,2022-Q2,7.092521,15,64,Liguria,5.621924
Italy,1,males,2022-Q2,7.092521,15,64,Lombardia,3.972038
Italy,1,males,2022-Q2,7.092521,15,64,Nord-est,3.268417
Italy,1,males,2022-Q2,7.092521,15,64,Trentino Alto Adige / Südtirol,2.3894
Italy,1,males,2022-Q2,7.092521,15,64,Provincia Autonoma Bolzano / Bozen,1.558845
Italy,1,males,2022-Q2,7.092521,15,64,Provincia Autonoma Trento,3.244156
Italy,1,males,2022-Q2,7.092521,15,64,Veneto,2.655186
Italy,1,males,2022-Q2,7.092521,15,64,Friuli-Venezia Giulia,4.313084
Italy,1,males,2022-Q2,7.092521,15,64,Emilia-Romagna,3.883437
Italy,1,males,2022-Q2,7.092521,15,64,Centro (I),5.985201
Italy,1,males,2022-Q2,7.092521,15,64,Toscana,5.554511
Italy,1,males,2022-Q2,7.092521,15,64,Marche,4.941233
Italy,1,males,2022-Q2,7.092521,15,64,Umbria,7.315105
Italy,1,males,2022-Q2,7.092521,15,64,Puglia,9.390452
Italy,1,males,2022-Q2,7.092521,15,64,Campania,13.882817
Italy,1,males,2022-Q2,7.092521,15,64,Abruzzo,7.468979
Italy,1,males,2022-Q2,7.092521,15,64,Calabria,14.100423
Italy,1,males,2022-Q2,7.092521,15,64,Basilicata,6.629189
Italy,1,males,2022-Q2,7.092521,15,64,Molise,9.43814
Italy,1,males,2022-Q2,7.092521,15,64,Sardegna,11.18754
Italy,1,males,2022-Q2,7.092521,15,64,Mezzogiorno,12.575449
Italy,1,males,2022-Q2,7.092521,15,64,Lazio,6.354243
Italy,1,males,2022-Q2,7.092521,15,64,Sicilia,16.140311
Italy,1,males,2022-Q3,6.699076,15,64,Nord,3.851363
Italy,1,males,2022-Q3,6.699076,15,64,Nord-ovest,4.109576
Italy,1,males,2022-Q3,6.699076,15,64,Piemonte,4.77389
Italy,1,males,2022-Q3,6.699076,15,64,Valle d'Aosta / Vallée d'Aoste,3.556603
Italy,1,males,2022-Q3,6.699076,15,64,Liguria,5.696579
Italy,1,males,2022-Q3,6.699076,15,64,Lombardia,3.624924
Italy,1,males,2022-Q3,6.699076,15,64,Nord-est,3.502432
Italy,1,males,2022-Q3,6.699076,15,64,Trentino Alto Adige / Südtirol,1.392044
Italy,1,males,2022-Q3,6.699076,15,64,Provincia Autonoma Bolzano / Bozen,0.987915
Italy,1,males,2022-Q3,6.699076,15,64,Provincia Autonoma Trento,1.803195
Italy,1,males,2022-Q3,6.699076,15,64,Veneto,3.007404
Italy,1,males,2022-Q3,6.699076,15,64,Friuli-Venezia Giulia,3.370996
Italy,1,males,2022-Q3,6.699076,15,64,Emilia-Romagna,4.603946
Italy,1,males,2022-Q3,6.699076,15,64,Centro (I),5.673246
Italy,1,males,2022-Q3,6.699076,15,64,Toscana,4.563761
Italy,1,males,2022-Q3,6.699076,15,64,Marche,5.717582
Italy,1,males,2022-Q3,6.699076,15,64,Umbria,8.44192
Italy,1,males,2022-Q3,6.699076,15,64,Puglia,8.576898
Italy,1,males,2022-Q3,6.699076,15,64,Campania,16.0066
Italy,1,males,2022-Q3,6.699076,15,64,Abruzzo,7.113483
Italy,1,males,2022-Q3,6.699076,15,64,Calabria,11.115528
Italy,1,males,2022-Q3,6.699076,15,64,Basilicata,3.811629
Italy,1,males,2022-Q3,6.699076,15,64,Molise,11.057721
Italy,1,males,2022-Q3,6.699076,15,64,Sardegna,8.093292
Italy,1,males,2022-Q3,6.699076,15,64,Mezzogiorno,11.889111
Italy,1,males,2022-Q3,6.699076,15,64,Lazio,6.005323
Italy,1,males,2022-Q3,6.699076,15,64,Sicilia,13.943119
Italy,1,males,2022-Q4,7.223171,15,64,Nord,3.840054
Italy,1,males,2022-Q4,7.223171,15,64,Nord-ovest,4.173043
Italy,1,males,2022-Q4,7.223171,15,64,Piemonte,6.260386
Italy,1,males,2022-Q4,7.223171,15,64,Valle d'Aosta / Vallée d'Aoste,2.80808
Italy,1,males,2022-Q4,7.223171,15,64,Liguria,3.978103
Italy,1,males,2022-Q4,7.223171,15,64,Lombardia,3.367249
Italy,1,males,2022-Q4,7.223171,15,64,Nord-est,3.386715
Italy,1,males,2022-Q4,7.223171,15,64,Trentino Alto Adige / Südtirol,2.187542
Italy,1,males,2022-Q4,7.223171,15,64,Provincia Autonoma Bolzano / Bozen,1.900144
Italy,1,males,2022-Q4,7.223171,15,64,Provincia Autonoma Trento,2.490521
Italy,1,males,2022-Q4,7.223171,15,64,Veneto,3.488226
Italy,1,males,2022-Q4,7.223171,15,64,Friuli-Venezia Giulia,4.94658
Italy,1,males,2022-Q4,7.223171,15,64,Emilia-Romagna,3.155602
Italy,1,males,2022-Q4,7.223171,15,64,Centro (I),6.147435
Italy,1,males,2022-Q4,7.223171,15,64,Toscana,4.989429
Italy,1,males,2022-Q4,7.223171,15,64,Marche,4.398407
Italy,1,males,2022-Q4,7.223171,15,64,Umbria,4.798737
Italy,1,males,2022-Q4,7.223171,15,64,Puglia,11.227622
Italy,1,males,2022-Q4,7.223171,15,64,Campania,16.29873
Italy,1,males,2022-Q4,7.223171,15,64,Abruzzo,6.955458
Italy,1,males,2022-Q4,7.223171,15,64,Calabria,15.595692
Italy,1,males,2022-Q4,7.223171,15,64,Basilicata,5.335532
Italy,1,males,2022-Q4,7.223171,15,64,Molise,10.264379
Italy,1,males,2022-Q4,7.223171,15,64,Sardegna,11.521546
Italy,1,males,2022-Q4,7.223171,15,64,Mezzogiorno,13.265596
Italy,1,males,2022-Q4,7.223171,15,64,Lazio,7.588632
Italy,1,males,2022-Q4,7.223171,15,64,Sicilia,14.242362
Italy,2,females,2011-Q1,9.725942,15,64,Nord,7.084725
Italy,2,females,2011-Q1,9.725942,15,64,Nord-ovest,7.470203
Italy,2,females,2011-Q1,9.725942,15,64,Nord-est,6.562647
Italy,2,females,2011-Q1,9.725942,15,64,Centro (I),8.674281
Italy,2,females,2011-Q1,9.725942,15,64,Mezzogiorno,16.260739
Italy,2,females,2011-Q2,9.07302,15,64,Nord,6.230541
Italy,2,females,2011-Q2,9.07302,15,64,Nord-ovest,6.705651
Italy,2,females,2011-Q2,9.07302,15,64,Nord-est,5.591612
Italy,2,females,2011-Q2,9.07302,15,64,Centro (I),8.038531
Italy,2,females,2011-Q2,9.07302,15,64,Mezzogiorno,15.851155
Italy,2,females,2011-Q4,10.971198,15,64,Nord,7.899184
Italy,2,females,2011-Q4,10.971198,15,64,Nord-ovest,8.409759
Italy,2,females,2011-Q4,10.971198,15,64,Nord-est,7.203968
Italy,2,females,2011-Q4,10.971198,15,64,Centro (I),10.527902
Italy,2,females,2011-Q4,10.971198,15,64,Mezzogiorno,17.610331
Italy,2,females,2011-Q3,9.116239,15,64,Nord,6.243241
Italy,2,females,2011-Q3,9.116239,15,64,Nord-ovest,6.732924
Italy,2,females,2011-Q3,9.116239,15,64,Nord-est,5.597161
Italy,2,females,2011-Q3,9.116239,15,64,Centro (I),8.535102
Italy,2,females,2011-Q3,9.116239,15,64,Mezzogiorno,15.624736
Italy,2,females,2012-Q2,11.628148,15,64,Nord,8.196077
Italy,2,females,2012-Q2,11.628148,15,64,Nord-ovest,8.893945
Italy,2,females,2012-Q2,11.628148,15,64,Nord-est,7.243803
Italy,2,females,2012-Q2,11.628148,15,64,Centro (I),10.753651
Italy,2,females,2012-Q2,11.628148,15,64,Mezzogiorno,19.190624
Italy,2,females,2012-Q1,12.281851,15,64,Nord,8.890401
Italy,2,females,2012-Q1,12.281851,15,64,Nord-ovest,9.942807
Italy,2,females,2012-Q1,12.281851,15,64,Nord-est,7.451423
Italy,2,females,2012-Q1,12.281851,15,64,Centro (I),11.513441
Italy,2,females,2012-Q1,12.281851,15,64,Mezzogiorno,19.795712
Italy,2,females,2012-Q4,13.075787,15,64,Nord,9.284733
Italy,2,females,2012-Q4,13.075787,15,64,Nord-ovest,9.749269
Italy,2,females,2012-Q4,13.075787,15,64,Nord-est,8.659308
Italy,2,females,2012-Q4,13.075787,15,64,Centro (I),12.00105
Italy,2,females,2012-Q4,13.075787,15,64,Mezzogiorno,21.406285
Italy,2,females,2012-Q3,11.223012,15,64,Nord,8.255561
Italy,2,females,2012-Q3,11.223012,15,64,Nord-ovest,8.7383
Italy,2,females,2012-Q3,11.223012,15,64,Nord-est,7.602064
Italy,2,females,2012-Q3,11.223012,15,64,Centro (I),10.378785
Italy,2,females,2012-Q3,11.223012,15,64,Mezzogiorno,18.019186
Italy,2,females,2013-Q1,14.147245,15,64,Nord,10.614238
Italy,2,females,2013-Q1,14.147245,15,64,Nord-ovest,10.783947
Italy,2,females,2013-Q1,14.147245,15,64,Nord-est,10.383249
Italy,2,females,2013-Q1,14.147245,15,64,Centro (I),13.386391
Italy,2,females,2013-Q1,14.147245,15,64,Mezzogiorno,21.806923
Italy,2,females,2013-Q2,12.924722,15,64,Nord,8.943607
Italy,2,females,2013-Q2,12.924722,15,64,Nord-ovest,9.217502
Italy,2,females,2013-Q2,12.924722,15,64,Nord-est,8.562469
Italy,2,females,2013-Q2,12.924722,15,64,Centro (I),11.958687
Italy,2,females,2013-Q2,12.924722,15,64,Mezzogiorno,21.862928
Italy,2,females,2013-Q4,13.943919,15,64,Nord,10.284039
Italy,2,females,2013-Q4,13.943919,15,64,Nord-ovest,10.271615
Italy,2,females,2013-Q4,13.943919,15,64,Nord-est,10.301024
Italy,2,females,2013-Q4,13.943919,15,64,Centro (I),12.299009
Italy,2,females,2013-Q4,13.943919,15,64,Mezzogiorno,22.796998
Italy,2,females,2013-Q3,12.23304,15,64,Nord,8.615421
Italy,2,females,2013-Q3,12.23304,15,64,Nord-ovest,8.651996
Italy,2,females,2013-Q3,12.23304,15,64,Nord-est,8.564216
Italy,2,females,2013-Q3,12.23304,15,64,Centro (I),11.561498
Italy,2,females,2013-Q3,12.23304,15,64,Mezzogiorno,20.376105
Italy,2,females,2014-Q2,13.437152,15,64,Nord,9.117299
Italy,2,females,2014-Q2,13.437152,15,64,Nord-ovest,9.557209
Italy,2,females,2014-Q2,13.437152,15,64,Nord-est,8.516924
Italy,2,females,2014-Q2,13.437152,15,64,Centro (I),12.230193
Italy,2,females,2014-Q2,13.437152,15,64,Mezzogiorno,23.197676
Italy,2,females,2014-Q1,14.572098,15,64,Nord,10.610987
Italy,2,females,2014-Q1,14.572098,15,64,Nord-ovest,10.819467
Italy,2,females,2014-Q1,14.572098,15,64,Nord-est,10.324976
Italy,2,females,2014-Q1,14.572098,15,64,Centro (I),12.848994
Italy,2,females,2014-Q1,14.572098,15,64,Mezzogiorno,24.028537
Italy,2,females,2014-Q4,14.927744,15,64,Nord,10.678059
Italy,2,females,2014-Q4,14.927744,15,64,Nord-ovest,10.828989
Italy,2,females,2014-Q4,14.927744,15,64,Nord-est,10.467245
Italy,2,females,2014-Q4,14.927744,15,64,Centro (I),13.678274
Italy,2,females,2014-Q4,14.927744,15,64,Mezzogiorno,24.54563
Italy,2,females,2014-Q3,13.011561,15,64,Nord,8.729925
Italy,2,females,2014-Q3,13.011561,15,64,Nord-ovest,9.073945
Italy,2,females,2014-Q3,13.011561,15,64,Nord-est,8.249727
Italy,2,females,2014-Q3,13.011561,15,64,Centro (I),12.269573
Italy,2,females,2014-Q3,13.011561,15,64,Mezzogiorno,22.485713
Italy,2,females,2015-Q1,13.90995,15,64,Nord,10.193764
Italy,2,females,2015-Q1,13.90995,15,64,Nord-ovest,10.388194
Italy,2,females,2015-Q1,13.90995,15,64,Nord-est,9.923809
Italy,2,females,2015-Q1,13.90995,15,64,Centro (I),13.209111
Italy,2,females,2015-Q1,13.90995,15,64,Mezzogiorno,22.138953
Italy,2,females,2015-Q2,12.991991,15,64,Nord,9.00149
Italy,2,females,2015-Q2,12.991991,15,64,Nord-ovest,9.276429
Italy,2,females,2015-Q2,12.991991,15,64,Nord-est,8.624363
Italy,2,females,2015-Q2,12.991991,15,64,Centro (I),11.651018
Italy,2,females,2015-Q2,12.991991,15,64,Mezzogiorno,22.067361
Italy,2,females,2015-Q4,12.941001,15,64,Nord,9.310723
Italy,2,females,2015-Q4,12.941001,15,64,Nord-ovest,9.728142
Italy,2,females,2015-Q4,12.941001,15,64,Nord-est,8.726637
Italy,2,females,2015-Q4,12.941001,15,64,Centro (I),11.190616
Italy,2,females,2015-Q4,12.941001,15,64,Mezzogiorno,21.98349
Italy,2,females,2015-Q3,11.536798,15,64,Nord,8.090513
Italy,2,females,2015-Q3,11.536798,15,64,Nord-ovest,8.223495
Italy,2,females,2015-Q3,11.536798,15,64,Nord-est,7.909265
Italy,2,females,2015-Q3,11.536798,15,64,Centro (I),9.784984
Italy,2,females,2015-Q3,11.536798,15,64,Mezzogiorno,20.09531
Italy,2,females,2016-Q2,12.893493,15,64,Nord,8.661906
Italy,2,females,2016-Q2,12.893493,15,64,Nord-ovest,9.049731
Italy,2,females,2016-Q2,12.893493,15,64,Nord-est,8.139294
Italy,2,females,2016-Q2,12.893493,15,64,Centro (I),11.737603
Italy,2,females,2016-Q2,12.893493,15,64,Mezzogiorno,22.290329
Italy,2,females,2016-Q1,13.039107,15,64,Nord,9.168482
Italy,2,females,2016-Q1,13.039107,15,64,Nord-ovest,9.438231
Italy,2,females,2016-Q1,13.039107,15,64,Nord-est,8.793022
Italy,2,females,2016-Q1,13.039107,15,64,Centro (I),11.292449
Italy,2,females,2016-Q1,13.039107,15,64,Mezzogiorno,22.467911
Italy,2,females,2016-Q4,13.556285,15,64,Nord,9.048575
Italy,2,females,2016-Q4,13.556285,15,64,Nord-ovest,10.052643
Italy,2,females,2016-Q4,13.556285,15,64,Nord-est,7.661511
Italy,2,females,2016-Q4,13.556285,15,64,Centro (I),12.243845
Italy,2,females,2016-Q4,13.556285,15,64,Mezzogiorno,23.61645
Italy,2,females,2016-Q3,12.104602,15,64,Nord,8.362768
Italy,2,females,2016-Q3,12.104602,15,64,Nord-ovest,8.756529
Italy,2,females,2016-Q3,12.104602,15,64,Nord-est,7.830401
Italy,2,females,2016-Q3,12.104602,15,64,Centro (I),10.489579
Italy,2,females,2016-Q3,12.104602,15,64,Mezzogiorno,20.872904
Italy,2,females,2017-Q1,13.462651,15,64,Nord,9.027555
Italy,2,females,2017-Q1,13.462651,15,64,Nord-ovest,9.506404
Italy,2,females,2017-Q1,13.462651,15,64,Nord-est,8.377384
Italy,2,females,2017-Q1,13.462651,15,64,Centro (I),12.47612
Italy,2,females,2017-Q1,13.462651,15,64,Mezzogiorno,23.347868
Italy,2,females,2017-Q2,12.207209,15,64,Nord,7.868664
Italy,2,females,2017-Q2,12.207209,15,64,Nord-ovest,8.446245
Italy,2,females,2017-Q2,12.207209,15,64,Nord-est,7.079602
Italy,2,females,2017-Q2,12.207209,15,64,Centro (I),10.570574
Italy,2,females,2017-Q2,12.207209,15,64,Mezzogiorno,22.254139
Italy,2,females,2017-Q4,12.472137,15,64,Nord,8.247851
Italy,2,females,2017-Q4,12.472137,15,64,Nord-ovest,8.415669
Italy,2,females,2017-Q4,12.472137,15,64,Nord-est,8.019621
Italy,2,females,2017-Q4,12.472137,15,64,Centro (I),11.469519
Italy,2,females,2017-Q4,12.472137,15,64,Mezzogiorno,21.711735
Italy,2,females,2017-Q3,11.960914,15,64,Nord,8.187827
Italy,2,females,2017-Q3,11.960914,15,64,Nord-ovest,8.850079
Italy,2,females,2017-Q3,11.960914,15,64,Nord-est,7.288033
Italy,2,females,2017-Q3,11.960914,15,64,Centro (I),10.182186
Italy,2,females,2017-Q3,11.960914,15,64,Mezzogiorno,21.045252
Italy,2,females,2018-Q2,11.893917,15,64,Nord,7.807605
Italy,2,females,2018-Q2,11.893917,15,64,Nord-ovest,8.295997
Italy,2,females,2018-Q2,11.893917,15,64,Piemonte,10.455138
Italy,2,females,2018-Q2,11.893917,15,64,Valle d'Aosta / Vallée d'Aoste,7.958854
Italy,2,females,2018-Q2,11.893917,15,64,Liguria,12.579541
Italy,2,females,2018-Q2,11.893917,15,64,Lombardia,6.772529
Italy,2,females,2018-Q2,11.893917,15,64,Nord-est,7.149414
Italy,2,females,2018-Q2,11.893917,15,64,Trentino Alto Adige / Südtirol,4.592018
Italy,2,females,2018-Q2,11.893917,15,64,Provincia Autonoma Bolzano / Bozen,3.368568
Italy,2,females,2018-Q2,11.893917,15,64,Provincia Autonoma Trento,5.890048
Italy,2,females,2018-Q2,11.893917,15,64,Veneto,7.726258
Italy,2,females,2018-Q2,11.893917,15,64,Friuli-Venezia Giulia,6.828693
Italy,2,females,2018-Q2,11.893917,15,64,Emilia-Romagna,7.240845
Italy,2,females,2018-Q2,11.893917,15,64,Centro (I),10.310792
Italy,2,females,2018-Q2,11.893917,15,64,Toscana,8.560296
Italy,2,females,2018-Q2,11.893917,15,64,Calabria,27.187796
Italy,2,females,2018-Q2,11.893917,15,64,Sicilia,23.599761
Italy,2,females,2018-Q2,11.893917,15,64,Campania,22.978841
Italy,2,females,2018-Q2,11.893917,15,64,Puglia,19.016297
Italy,2,females,2018-Q2,11.893917,15,64,Umbria,10.41288
Italy,2,females,2018-Q2,11.893917,15,64,Marche,9.820616
Italy,2,females,2018-Q2,11.893917,15,64,Basilicata,16.098751
Italy,2,females,2018-Q2,11.893917,15,64,Molise,18.201316
Italy,2,females,2018-Q2,11.893917,15,64,Mezzogiorno,21.244055
Italy,2,females,2018-Q2,11.893917,15,64,Lazio,11.600903
Italy,2,females,2018-Q2,11.893917,15,64,Sardegna,16.047842
Italy,2,females,2018-Q2,11.893917,15,64,Abruzzo,16.270161
Italy,2,females,2018-Q1,12.929925,15,64,Nord,8.255508
Italy,2,females,2018-Q1,12.929925,15,64,Nord-ovest,8.572403
Italy,2,females,2018-Q1,12.929925,15,64,Piemonte,9.24621
Italy,2,females,2018-Q1,12.929925,15,64,Valle d'Aosta / Vallée d'Aoste,6.448935
Italy,2,females,2018-Q1,12.929925,15,64,Liguria,12.967792
Italy,2,females,2018-Q1,12.929925,15,64,Lombardia,7.679173
Italy,2,females,2018-Q1,12.929925,15,64,Nord-est,7.829669
Italy,2,females,2018-Q1,12.929925,15,64,Trentino Alto Adige / Südtirol,3.979734
Italy,2,females,2018-Q1,12.929925,15,64,Provincia Autonoma Bolzano / Bozen,3.015633
Italy,2,females,2018-Q1,12.929925,15,64,Provincia Autonoma Trento,4.993404
Italy,2,females,2018-Q1,12.929925,15,64,Veneto,8.138445
Italy,2,females,2018-Q1,12.929925,15,64,Friuli-Venezia Giulia,9.012326
Italy,2,females,2018-Q1,12.929925,15,64,Emilia-Romagna,8.152888
Italy,2,females,2018-Q1,12.929925,15,64,Centro (I),12.062171
Italy,2,females,2018-Q1,12.929925,15,64,Toscana,9.47637
Italy,2,females,2018-Q1,12.929925,15,64,Calabria,23.851956
Italy,2,females,2018-Q1,12.929925,15,64,Sicilia,25.789626
Italy,2,females,2018-Q1,12.929925,15,64,Campania,25.386385
Italy,2,females,2018-Q1,12.929925,15,64,Puglia,23.218163
Italy,2,females,2018-Q1,12.929925,15,64,Umbria,13.889293
Italy,2,females,2018-Q1,12.929925,15,64,Marche,11.62173
Italy,2,females,2018-Q1,12.929925,15,64,Basilicata,13.006343
Italy,2,females,2018-Q1,12.929925,15,64,Molise,14.581552
Italy,2,females,2018-Q1,12.929925,15,64,Mezzogiorno,22.996167
Italy,2,females,2018-Q1,12.929925,15,64,Lazio,13.665922
Italy,2,females,2018-Q1,12.929925,15,64,Sardegna,19.553236
Italy,2,females,2018-Q1,12.929925,15,64,Abruzzo,14.558818
Italy,2,females,2018-Q4,12.131955,15,64,Nord,8.442254
Italy,2,females,2018-Q4,12.131955,15,64,Nord-ovest,8.378499
Italy,2,females,2018-Q4,12.131955,15,64,Piemonte,8.811301
Italy,2,females,2018-Q4,12.131955,15,64,Valle d'Aosta / Vallée d'Aoste,8.926896
Italy,2,females,2018-Q4,12.131955,15,64,Liguria,12.629581
Italy,2,females,2018-Q4,12.131955,15,64,Lombardia,7.58616
Italy,2,females,2018-Q4,12.131955,15,64,Nord-est,8.528212
Italy,2,females,2018-Q4,12.131955,15,64,Trentino Alto Adige / Südtirol,4.549928
Italy,2,females,2018-Q4,12.131955,15,64,Provincia Autonoma Bolzano / Bozen,2.259944
Italy,2,females,2018-Q4,12.131955,15,64,Provincia Autonoma Trento,6.902216
Italy,2,females,2018-Q4,12.131955,15,64,Veneto,9.190281
Italy,2,females,2018-Q4,12.131955,15,64,Friuli-Venezia Giulia,10.124102
Italy,2,females,2018-Q4,12.131955,15,64,Emilia-Romagna,8.427723
Italy,2,females,2018-Q4,12.131955,15,64,Centro (I),10.728093
Italy,2,females,2018-Q4,12.131955,15,64,Toscana,9.049006
Italy,2,females,2018-Q4,12.131955,15,64,Calabria,25.859144
Italy,2,females,2018-Q4,12.131955,15,64,Sicilia,25.669964
Italy,2,females,2018-Q4,12.131955,15,64,Campania,22.723868
Italy,2,females,2018-Q4,12.131955,15,64,Puglia,18.382999
Italy,2,females,2018-Q4,12.131955,15,64,Umbria,10.784569
Italy,2,females,2018-Q4,12.131955,15,64,Marche,9.593397
Italy,2,females,2018-Q4,12.131955,15,64,Basilicata,14.890358
Italy,2,females,2018-Q4,12.131955,15,64,Molise,11.117477
Italy,2,females,2018-Q4,12.131955,15,64,Mezzogiorno,20.916503
Italy,2,females,2018-Q4,12.131955,15,64,Lazio,12.14035
Italy,2,females,2018-Q4,12.131955,15,64,Sardegna,16.29109
Italy,2,females,2018-Q4,12.131955,15,64,Abruzzo,11.768484
Italy,2,females,2018-Q3,10.49762,15,64,Nord,6.636505
Italy,2,females,2018-Q3,10.49762,15,64,Nord-ovest,7.258953
Italy,2,females,2018-Q3,10.49762,15,64,Piemonte,7.700279
Italy,2,females,2018-Q3,10.49762,15,64,Valle d'Aosta / Vallée d'Aoste,6.343228
Italy,2,females,2018-Q3,10.49762,15,64,Liguria,10.642426
Italy,2,females,2018-Q3,10.49762,15,64,Lombardia,6.561562
Italy,2,females,2018-Q3,10.49762,15,64,Nord-est,5.806589
Italy,2,females,2018-Q3,10.49762,15,64,Trentino Alto Adige / Südtirol,3.790013
Italy,2,females,2018-Q3,10.49762,15,64,Provincia Autonoma Bolzano / Bozen,3.592281
Italy,2,females,2018-Q3,10.49762,15,64,Provincia Autonoma Trento,4.006315
Italy,2,females,2018-Q3,10.49762,15,64,Veneto,6.230832
Italy,2,females,2018-Q3,10.49762,15,64,Friuli-Venezia Giulia,6.742693
Italy,2,females,2018-Q3,10.49762,15,64,Emilia-Romagna,5.617879
Italy,2,females,2018-Q3,10.49762,15,64,Centro (I),9.069554
Italy,2,females,2018-Q3,10.49762,15,64,Toscana,7.005676
Italy,2,females,2018-Q3,10.49762,15,64,Calabria,23.24891
Italy,2,females,2018-Q3,10.49762,15,64,Sicilia,22.384964
Italy,2,females,2018-Q3,10.49762,15,64,Campania,24.030777
Italy,2,females,2018-Q3,10.49762,15,64,Puglia,15.374528
Italy,2,females,2018-Q3,10.49762,15,64,Umbria,9.596047
Italy,2,females,2018-Q3,10.49762,15,64,Marche,8.362044
Italy,2,females,2018-Q3,10.49762,15,64,Basilicata,14.290793
Italy,2,females,2018-Q3,10.49762,15,64,Molise,17.17969
Italy,2,females,2018-Q3,10.49762,15,64,Mezzogiorno,19.520668
Italy,2,females,2018-Q3,10.49762,15,64,Lazio,10.542269
Italy,2,females,2018-Q3,10.49762,15,64,Sardegna,9.95904
Italy,2,females,2018-Q3,10.49762,15,64,Abruzzo,16.919989
Italy,2,females,2019-Q1,12.216666,15,64,Nord,8.259777
Italy,2,females,2019-Q1,12.216666,15,64,Nord-ovest,8.818381
Italy,2,females,2019-Q1,12.216666,15,64,Piemonte,10.069072
Italy,2,females,2019-Q1,12.216666,15,64,Valle d'Aosta / Vallée d'Aoste,7.130029
